Function,epsilon,Peak_Index,t_value,Peak_Magnitude,M_coh,R_comp,CAS
L_DH^(-0.10),-0.1,18,5397.0,14.330795815479124,2.029135950575878,0.0002017550314255461,0.9095642196563652
L_DH^(-0.10),-0.1,19,6049.0,14.19399487594972,2.023436667127702,0.0001947357864765017,0.9095642196563652
L_DH^(-0.10),-0.1,20,7393.0,14.130551146908925,1.6358585656820968,0.00021188538511419938,0.9095642196563652
L_DH^(-0.10),-0.1,21,2742.0,13.985456916217863,1.8114019714558216,0.00021153367497981187,0.9095642196563652
L_DH^(-0.10),-0.1,22,9812.0,13.651149300377483,1.9807579021547612,0.00018281580887304286,0.9095642196563652
L_DH^(-0.10),-0.1,23,1290.0,13.603461254643177,1.8395126143052771,0.00021627260139515898,0.9095642196563652
L_DH^(-0.10),-0.1,24,5569.0,13.533670272151443,1.8544515623001425,0.00019697836644303086,0.9095642196563652
L_DH^(-0.10),-0.1,25,8090.0,13.413603037192832,1.766809599010258,0.00020216508822330952,0.9095642196563652
L_DH^(-0.10),-0.1,26,7638.0,13.172352975018159,1.9299466048012934,0.00017463892857502678,0.9095642196563652
L_DH^(-0.10),-0.1,27,8317.0,13.156656946557657,1.7861806632747446,0.00017879129698556486,0.9095642196563652
L_DH^(-0.10),-0.1,28,6630.0,13.15142630936987,1.6193188690991516,0.00020361353002077193,0.9095642196563652
L_DH^(-0.10),-0.1,29,3938.0,13.098766822464587,1.9186935636054345,0.00018206914886439987,0.9095642196563652
L_DH^(-0.10),-0.1,30,5155.0,13.094262333874186,2.093214641631555,0.000197263184074227,0.9095642196563652
L_DH^(-0.10),-0.1,31,1833.0,12.929620818854323,1.916622049167578,0.00018637045192188695,0.9095642196563652
L_DH^(-0.10),-0.1,32,7111.0,12.92086177813005,1.9682230755370749,0.00016772928591281922,0.9095642196563652
L_DH^(-0.10),-0.1,33,8009.0,12.896501937917153,2.0834886777423978,0.00017608219682630063,0.9095642196563652
L_DH^(-0.10),-0.1,34,8852.0,12.876835033493435,1.9381783067502336,0.00017368468678099626,0.9095642196563652
L_DH^(-0.10),-0.1,35,7728.0,12.809675156294098,1.8234282103045947,0.00019886137787647693,0.9095642196563652
L_DH^(-0.10),-0.1,36,8181.0,12.690629751315226,1.9519765478683673,0.00017110004588710421,0.9095642196563652
L_DH^(-0.10),-0.1,37,7810.0,12.589670735529245,1.8628689417067748,0.0001750419670742303,0.9095642196563652
L_DH^(-0.10),-0.1,38,3867.0,12.380030400547849,1.8204353482382092,0.00016170860688181706,0.9095642196563652
L_DH^(-0.10),-0.1,39,5858.0,12.304264616819802,1.6440757462642992,0.00018975845515389593,0.9095642196563652
L_DH^(-0.10),-0.1,40,7592.0,12.14215026027311,2.048084694030428,0.00016906392964925824,0.9095642196563652
L_DH^(-0.10),-0.1,41,3686.0,12.125284386978464,2.0566594084930596,0.00016359497756824627,0.9095642196563652
L_DH^(-0.10),-0.1,42,8868.0,11.960130474783643,2.0455295394896407,0.00015689434883992367,0.9095642196563652
L_DH^(-0.10),-0.1,43,6850.0,11.7356239727166,1.7028855865872814,0.00016678007383687335,0.9095642196563652
L_DH^(-0.10),-0.1,44,2634.0,11.735522856292405,1.5029165382132248,0.00020136895112416058,0.9095642196563652
L_DH^(-0.10),-0.1,45,1919.0,11.73493366489138,2.0784388201922157,0.00016709803084157202,0.9095642196563652
L_DH^(-0.10),-0.1,46,7493.0,11.701897597790222,1.9609929861674513,0.00014364026749479912,0.9095642196563652
L_DH^(-0.10),-0.1,47,6431.0,11.63946029632485,1.9912168414048699,0.00017083204877353468,0.9095642196563652
L_DH^(-0.10),-0.1,48,5933.0,11.63128629804658,1.946364281382142,0.00015891470736661972,0.9095642196563652
L_DH^(-0.10),-0.1,49,6339.0,11.536214757617158,1.7119024458243592,0.00016730670545568523,0.9095642196563652
L_DH^(-0.05),-0.05,0,1329.0,21.416294039532758,1.9814823812963447,0.0003301563513629636,0.9079056879482655
L_DH^(-0.05),-0.05,1,5978.0,19.216811352817324,1.4858615996666444,0.0003254348768559746,0.9079056879482655
L_DH^(-0.05),-0.05,2,1610.0,18.98933343706903,1.977100690893096,0.0002813571100750949,0.9079056879482655
L_DH^(-0.05),-0.05,3,1055.0,18.74155405001033,2.06004455987974,0.00027715657721986037,0.9079056879482655
L_DH^(-0.05),-0.05,4,6295.0,17.510230755742505,1.9288073065760825,0.0002514922006557914,0.9079056879482655
L_DH^(-0.05),-0.05,5,1083.0,16.982882656226025,1.641447921483848,0.00028148645160035694,0.9079056879482655
L_DH^(-0.05),-0.05,6,7267.0,16.37980413951264,1.7091482942970724,0.0002564101328511223,0.9079056879482655
L_DH^(-0.05),-0.05,7,4293.0,16.356129856722973,1.5060823006180006,0.0002947731896468321,0.9079056879482655
L_DH^(-0.05),-0.05,8,7700.0,15.732179901262695,1.807258775651796,0.00023394898926704831,0.9079056879482655
L_DH^(-0.05),-0.05,9,5425.0,15.43106442885948,1.9156597749733595,0.0002187236457431095,0.9079056879482655
L_DH^(-0.05),-0.05,10,2434.0,15.425339149989728,1.519712234521774,0.0002647755799330609,0.9079056879482655
L_DH^(-0.05),-0.05,11,9856.0,15.391878883046818,1.6127687911053927,0.00024714687781830926,0.9079056879482655
L_DH^(-0.05),-0.05,12,9004.0,15.297287590946441,1.6587260652897535,0.00023605771887229757,0.9079056879482655
L_DH^(-0.05),-0.05,13,9359.0,15.120626019592809,1.9940303361872653,0.00020607491940788036,0.9079056879482655
L_DH^(-0.05),-0.05,14,9023.0,14.656334861120397,2.0496912214372176,0.00020407336968366756,0.9079056879482655
L_DH^(-0.05),-0.05,15,7393.0,14.601295171759219,1.690355424105306,0.0002162256533180904,0.9079056879482655
L_DH^(-0.05),-0.05,16,1283.0,14.540548586583316,2.001367391267843,0.0002161328907793072,0.9079056879482655
L_DH^(-0.05),-0.05,17,3531.0,14.47428466442015,2.0412202409291873,0.00020395966794627124,0.9079056879482655
