N,Mean_M4_Top10,All_Equal_pct,Two_Pairs_Equal_pct,Three_Equal_One_Diff_pct,One_Pair_Two_Diff_pct,All_Different_pct
10000,885.2922382690264,16.824489861465857,35.6831317703412,4.0856658042812235,-74.01887389873282,117.42558646264455
100000,1657.988489430706,9.004775785306174,25.912716702454375,16.711433432915427,-33.40312384760941,81.77419792693343
1000000,1847.664822398322,28.279946964693988,99.05078809830397,-37.206591007333515,-212.6637426750909,222.5395986194265
