Function,CAS_log10_FFT,FFT_Periodicity_Score
ζ,3.4660395285969052,2924.4185403341908
"L(s,χ₄) mod5",3.69888313675259,4999.0
f_rand,1.007144386143241,10.165866124841276
L_DH,0.9566204107555465,9.04941303375253
"L(s,χ_4) mod4",2.7535044800930377,566.8974194908433
f_fully_rand,1.058542714764781,11.443074219301309
