function,peak_idx,pc1_instantaneous,H_instantaneous
F2,74,0.9886766246540736,0.06199777748562973
F2,75,0.9845888609561786,0.07959728879259922
F2,76,0.944254795045909,0.2150961300061215
F2,77,0.9437327595568553,0.2165707029676718
F2,78,0.9888169206164262,0.06136984225310353
F2,79,0.9709351799761624,0.13147620973963633
F2,80,0.9756397237477151,0.11455471627593934
F2,81,0.9394606865627916,0.22844889113096933
F2,82,0.9640699834774475,0.15478644283952048
F2,83,0.9829810084745533,0.08619893237596096
F2,84,0.9803414368668744,0.0967073116719036
F2,85,0.9870722304951782,0.06905866686660975
F2,86,0.9942944967588895,0.035165674648444764
F2,87,0.9873962943880973,0.06764958217085605
F2,88,0.9494328460845969,0.20018181956929568
F2,89,0.8534246654039301,0.4167223743988154
F2,90,0.9927200217011022,0.04309003534644531
F2,91,0.8689269571920741,0.38842143799992773
F2,92,0.9419894819484704,0.22145793443068135
F2,93,0.9794616575597034,0.10012691625764196
F2,94,0.9302728391912422,0.25293262425959356
F2,95,0.8795861515987494,0.3677487451748074
F2,96,0.8746380999042227,0.3774737880926134
F2,97,0.9627783309143803,0.15901164203030213
F2,98,0.9869748039206493,0.06948067567730018
F2,99,0.9931402728916768,0.04101190668700817
F2,100,0.9775027646412945,0.10760492726086231
F2,101,0.9688269225974889,0.13879654943417932
F2,102,0.9816048844938532,0.09172569151702727
F2,103,0.9609440237145317,0.16493229710404372
F2,104,0.9949421748401749,0.03178481737105751
F2,105,0.9988556613095101,0.00889420766875005
F2,106,0.9570931473111817,0.1770747237395014
F2,107,0.9929328369814414,0.042040815793209216
F2,108,0.9523724288944686,0.19146961524034714
F2,109,0.9672507531789928,0.14417262999599745
F2,110,0.9936041323058803,0.03868795383828551
F2,111,0.8970075029689113,0.33160884574583654
F2,112,0.9464019832516619,0.20897610284301663
F2,113,0.9901429407199789,0.05534366779117818
F2,114,0.9768796677244548,0.10994625611817525
F2,115,0.988679532099128,0.06198478228790488
F2,116,0.986073921208985,0.07334860735518753
F2,117,0.9999465203572389,0.0005795151821154664
F2,118,0.9650552767475731,0.1515310929684687
F2,119,0.9860622136916765,0.07339847601576005
F2,120,0.9760895751994247,0.11289041850683945
F2,121,0.9542470981452674,0.18581472824345133
F2,122,0.9618747118809907,0.16193974847113818
F2,123,0.9434211193925914,0.21744853136426004
F2,124,0.9489351108390501,0.20163888720955728
F2,125,0.9947459883294029,0.03281724909855783
F2,126,0.9820047496744244,0.09013092690691442
F2,127,0.9609668838914803,0.16485907081685136
F2,128,0.9071760753842286,0.3090231207379931
F2,129,0.9875724509943344,0.06688009649066151
F2,130,0.9921612496313592,0.04581550637158513
F2,131,0.8935497515742302,0.3390287534259006
F2,132,0.9946828956873721,0.033147695766748905
F2,133,0.9379154380659671,0.23266515575491392
