(0, 327, 0.0, 2037.5)
(1, 328, 2037.5, 2567.0891391608043)
(2, 329, 2567.0891391608043, 2938.5834995013442)
(3, 330, 2938.5834995013442, 3234.3296433852065)
(4, 331, 3234.3296433852065, 3484.0759913537704)
(5, 332, 3484.0759913537704, 3702.3832078954847)
(6, 333, 3702.3832078954847, 3897.597284898743)
(7, 334, 3897.597284898743, 4075.0)
