,zeta,L_chi5,L_DH,L_DH+offline,zeta_delta_weak,zeta_delta_strong
zeta,0.0,0.0,0.0,0.014109787531197071,0.0005000000237487257,0.5
L_chi5,0.0,0.0,0.0,0.014109787531197071,0.0005000000237487257,0.5
L_DH,0.0,0.0,0.0,0.014109787531197071,0.0005000000237487257,0.5
L_DH+offline,0.014109787531197071,0.014109787531197071,0.014109787531197071,0.0,0.014109787531197071,0.5
zeta_delta_weak,0.0005000000237487257,0.0005000000237487257,0.0005000000237487257,0.014109787531197071,0.0,0.5
zeta_delta_strong,0.5,0.5,0.5,0.5,0.5,0.0
