Function,Peak_Index,t_value,Peak_Magnitude,M_coh,R_comp
f_fully_rand,19,2213.0,6.869098687272283,1.602287952789974,0.011204743507551134
f_fully_rand,20,2491.0,6.860086515789398,1.6253252478143658,0.015472310837388287
f_fully_rand,21,2032.0,6.824729743398803,1.690729494506591,0.011941461643602335
f_fully_rand,22,3717.0,6.799753505022897,1.8153684510046697,0.012351026624332274
f_fully_rand,23,4087.0,6.7984742937040314,1.5953851024109134,0.010501841347767408
f_fully_rand,24,3274.0,6.7906590750395885,1.46426261713132,0.014296269703750414
f_fully_rand,25,3406.0,6.778741808706503,1.7954525666394163,0.010733218575495682
f_fully_rand,26,4922.0,6.753116869241716,1.4695752486461044,0.015006742561872673
f_fully_rand,27,6899.0,6.743850181050921,1.4231320444552171,0.017535362100801075
f_fully_rand,28,9950.0,6.730912500950625,1.5983458436186493,0.01748806386735363
f_fully_rand,29,5834.0,6.729809011482341,1.5618256041942717,0.01613869235758209
f_fully_rand,30,9761.0,6.724457388728927,1.6658611997758441,0.015817971313596704
f_fully_rand,31,9861.0,6.724270522190574,1.7169177619861415,0.01339594056393413
f_fully_rand,32,8553.0,6.646632873907235,1.6489324665764178,0.013093700569225701
f_fully_rand,33,4319.0,6.637084519842671,1.5488175919717424,0.012654873726418974
f_fully_rand,34,9353.0,6.6276543387311575,1.5165763812149933,0.017674976247850804
f_fully_rand,35,4876.0,6.6022975101707955,1.598988527786385,0.010773228842140214
f_fully_rand,36,4178.0,6.594166098200115,1.6899973169483293,0.013487842525583917
f_fully_rand,37,5111.0,6.566729660403159,2.0039454631441256,0.010701201977455254
f_fully_rand,38,6707.0,6.533393088399059,1.5627227295452633,0.009630149525812651
f_fully_rand,39,4859.0,6.5279610910468415,1.6318045657414217,0.007266334171777809
f_fully_rand,40,8617.0,6.514013632853028,1.6966169331763765,0.011866206001023808
f_fully_rand,41,2747.0,6.50383263524278,1.8813664914604018,0.011133294653105875
f_fully_rand,42,3144.0,6.495879152249607,2.0070472606892653,0.012783384165418753
f_fully_rand,43,1772.0,6.4936015968772045,1.9191477392253329,0.013456435042315985
f_fully_rand,44,8870.0,6.490574693811166,1.3349308285181312,0.015730197279441433
f_fully_rand,45,6072.0,6.472672880025969,1.4871136777673117,0.011168658355362198
f_fully_rand,46,6779.0,6.46686593149095,1.7855115837721605,0.009655864960552285
f_fully_rand,47,6020.0,6.446536388445209,1.4642706415933777,0.014455870259127177
f_fully_rand,48,9554.0,6.431580607737891,1.32764905474739,0.008631840407180716
f_fully_rand,49,4508.0,6.4283022624417105,1.5814724569730398,0.01766192045669374
