kind,x,y
A1_visible_n150,12.8424420349,-2.42693598034
A1_visible_n150,12.8799398585,-2.4243237387
A1_visible_n150,12.9174376822,-2.42404107736
A1_visible_n150,12.9549355058,-2.41729219634
A1_visible_n150,12.9924333294,-2.415901148
A1_visible_n150,13.029931153,-2.41928165541
A1_visible_n150,13.0674289767,-2.41035758024
A1_visible_n150,13.1049268003,-2.40945287232
A1_visible_n150,13.1424246239,-2.41171030451
A1_visible_n150,13.1799224475,-2.41691196462
A1_visible_n150,13.2174202712,-2.42165473836
A1_visible_n150,13.2549180948,-2.4184409589
A1_visible_n150,13.2924159184,-2.42007790099
A1_visible_n150,13.329913742,-2.42671037934
A1_visible_n150,13.3674115657,-2.4315044484
A1_visible_n150,13.4049093893,-2.42460948427
A1_visible_n150,13.4424072129,-2.41957583958
A1_visible_n150,13.4799050365,-2.41840146897
A1_visible_n150,13.5174028601,-2.4187009934
A1_visible_n150,13.5549006838,-2.41556082553
A1_visible_n150,13.5923985074,-2.41543948136
A1_visible_n150,13.629896331,-2.41587292465
A1_visible_n150,13.6673941546,-2.41599679849
A1_visible_n150,13.7048919783,-2.41505741451
A1_visible_n150,13.7423898019,-2.41330804753
A1_visible_n150,13.7798876255,-2.41221992472
deep_offline_R_201_200,1000,0
deep_offline_R_201_200,1210,0
deep_offline_R_201_200,1466,0
deep_offline_R_201_200,1775,0
deep_offline_R_201_200,2150,0
deep_offline_R_201_200,2603,0
deep_offline_R_201_200,3153,0
deep_offline_R_201_200,3818,0
deep_offline_R_201_200,4624,0
deep_offline_R_201_200,5599,0
deep_offline_R_201_200,6780,0
deep_offline_R_201_200,8211,0
deep_offline_R_201_200,9943,0
deep_offline_R_201_200,12040,0
deep_offline_R_201_200,14581,0
deep_offline_R_201_200,17657,0
deep_offline_R_201_200,21381,0
deep_offline_R_201_200,25892,0
deep_offline_R_201_200,31354,0
deep_offline_R_201_200,37968,0
deep_offline_R_201_200,45978,0.00155491758893
deep_offline_R_201_200,55678,0.00360350430836
deep_offline_R_201_200,67423,0.00558373745342
deep_offline_R_201_200,81646,0.00750194200626
deep_offline_R_201_200,98870,0.00935864875491
deep_offline_R_201_200,119727,0.011158262143
deep_offline_R_201_200,144984,0.0129035818149
deep_offline_R_201_200,175570,0.0145957771446
deep_offline_R_201_200,212607,0.0162383411388
deep_offline_R_201_200,257457,0.0178330116954
deep_offline_R_201_200,311769,0.0193810148907
deep_offline_R_201_200,377539,0.0208854049983
deep_offline_R_201_200,457182,0.0223479402662
deep_offline_R_201_200,553627,0.0237698420683
deep_offline_R_201_200,670417,0.0251530225728
deep_offline_R_201_200,811845,0.0264990550406
deep_offline_R_201_200,983107,0.0278096609455
deep_offline_R_201_200,1190498,0.0290854849379
deep_offline_R_201_200,1441639,0.0303284019038
deep_offline_R_201_200,1745759,0.0315397675394
deep_offline_R_201_200,2114034,0.0327203564263
deep_offline_R_201_200,2559999,0.0338715561763
