t,function,GRH_label,feat_A_log_peak,feat_B_curvature,feat_C_roughness,split
7097.549999994454,F1_zeta,1,2.6617663589399747,4.111267695708623,0.036344890990928476,train
7206.499999994356,F1_zeta,1,2.6764580956732877,4.071475227275184,0.037349998413764025,train
7378.2999999941985,F1_zeta,1,2.726868688424748,3.822995430766065,0.03343216816560128,train
7577.949999994017,F1_zeta,1,2.743564746047642,3.9449755045420956,0.03631424238171697,train
7823.649999993794,F1_zeta,1,2.608799247003053,4.196919566321206,0.037021410907294494,train
7858.849999993762,F1_zeta,1,2.6020216538189715,4.3447763923751745,0.0382003146580175,train
7995.249999993638,F1_zeta,1,2.759975507938714,3.948026491307423,0.03411835074642018,train
8104.099999993539,F1_zeta,1,2.6448561268875226,4.325812966004483,0.03740682827286819,train
8167.299999993482,F1_zeta,1,2.5956170973819477,4.447291880301525,0.03996189756853409,train
8230.299999993424,F1_zeta,1,2.660035780420501,4.116918503285442,0.03536526866471291,train
8275.749999993383,F1_zeta,1,2.5603921958525295,4.655374269165385,0.04144485827796847,train
8475.7999999932,F1_zeta,1,2.787902467501244,3.9593582441077335,0.03428782585645527,train
8647.199999993045,F1_zeta,1,2.796477686945822,3.8882389896507794,0.033146690850977906,train
8756.849999992945,F1_zeta,1,2.599426993166085,4.510639656716342,0.039412262005441324,train
8892.799999992822,F1_zeta,1,2.612609626846392,4.49170716222483,0.04067718399673346,train
8955.999999992764,F1_zeta,1,2.669085056825383,4.356546465380353,0.03725013001334737,train
9037.34999999269,F1_zeta,1,2.566056217948197,4.465555115323147,0.03984386951057927,train
9127.999999992608,F1_zeta,1,2.6605814905962664,4.462845533584399,0.03779265180587277,train
9173.699999992567,F1_zeta,1,2.8031697457290736,3.9699620620112825,0.03427315327678936,train
9327.899999992425,F1_zeta,1,2.558439838772175,4.553736337118854,0.039999674825415464,train
9436.149999992327,F1_zeta,1,2.6378987895903556,4.358859537577327,0.03772824152086561,train
9545.199999992228,F1_zeta,1,2.7145754583636643,4.444486988237712,0.0384265423729322,train
9654.049999992129,F1_zeta,1,2.7555067900701093,4.245474715618152,0.03621630922806348,train
9744.749999992047,F1_zeta,1,2.6794705378449257,4.3687232489141286,0.03695721162798297,train
9825.949999991974,F1_zeta,1,2.7530708435968396,4.2810521039976805,0.03696643392192003,train
3029.6499999981543,F4_LDH,0,2.1471230274554762,5.334989743435343,0.05876240996552003,train
3555.7999999976755,F4_LDH,0,2.170478360904558,5.622483682496318,0.06258504745156655,train
3741.6499999975067,F4_LDH,0,2.173745572417099,5.775961607737744,0.060438627010646014,train
4113.299999997169,F4_LDH,0,2.2133739356184114,5.545998202657017,0.05589292675863415,train
4207.949999997082,F4_LDH,0,2.1463675794370527,5.965103446929026,0.06012995661232628,train
4439.349999996872,F4_LDH,0,2.1616426191624423,5.941849215209304,0.05937326586472936,train
4579.949999996744,F4_LDH,0,2.205876313009292,5.625979225630916,0.05537346788762641,train
4779.299999996563,F4_LDH,0,2.1308046330038533,6.3500665264388765,0.0656358773485314,train
4920.049999996435,F4_LDH,0,2.174270686785271,6.05466695361181,0.05850550999325274,train
5214.549999996167,F4_LDH,0,2.1491613310752617,6.425050330258879,0.062013030590269115,train
5246.099999996139,F4_LDH,0,2.2330906541042905,5.999616699827473,0.05726396999023856,train
5431.999999995969,F4_LDH,0,2.2179919958245944,6.128676610935599,0.06000686943579471,train
5617.5999999958,F4_LDH,0,2.2608641066999384,5.963899488286981,0.05836907405602793,train
5772.09999999566,F4_LDH,0,2.154163536036145,6.5638255216738655,0.061987515005759206,train
5848.89999999559,F4_LDH,0,2.1273222664273366,6.597059650080426,0.06272032353295212,train
6003.44999999545,F4_LDH,0,2.3219499142651188,5.602417281632237,0.054311340632281636,train
6098.149999995363,F4_LDH,0,2.1857356874658787,6.205398294322613,0.059208087152421686,train
6238.749999995235,F4_LDH,0,2.207714564927227,6.268471575168547,0.05754066890334955,train
6469.999999995025,F4_LDH,0,2.1564407147364837,6.814601625050468,0.06539239279757764,train
6810.1499999947155,F4_LDH,0,2.1412662431594276,7.036252905752276,0.06795154017608311,train
6936.449999994601,F4_LDH,0,2.1261687649510383,6.9615248663901355,0.06250636446319299,train
6996.149999994546,F4_LDH,0,2.295618506774677,6.186035333136757,0.054936603835709676,train
7181.699999994378,F4_LDH,0,2.3145144717104604,6.073652177330556,0.0542503391138224,train
7307.8999999942625,F4_LDH,0,2.247989912270859,6.427351661619952,0.0600813882589493,train
7430.999999994151,F4_LDH,0,2.128050146031324,7.098615551732143,0.06511355310931856,train
7507.649999994082,F4_LDH,0,2.1980086333020608,6.93621537048462,0.061346042912090476,train
7648.349999993953,F4_LDH,0,2.2226863981845444,6.798059376144858,0.06012825819157082,train
7879.549999993743,F4_LDH,0,2.331670506700156,6.255340125326285,0.057229765052829056,train
8065.249999993574,F4_LDH,0,2.356385564363049,6.197886084876402,0.055817143379416366,train
8205.699999993447,F4_LDH,0,2.193436007965488,6.865485238500961,0.05907877639473455,train
8405.799999993265,F4_LDH,0,2.132844075177954,7.00582075903391,0.06271867465787898,train
8436.999999993237,F4_LDH,0,2.2475462612493278,6.68532746037079,0.05866157746524092,train
8500.44999999318,F4_LDH,0,2.304969712688511,6.50233616134303,0.05557779397041126,train
8531.89999999315,F4_LDH,0,2.310010554186132,6.318647488193619,0.05618137610718991,train
8591.599999993095,F4_LDH,0,2.126365023291717,7.64425365784197,0.06932918769344926,train
8686.24999999301,F4_LDH,0,2.2526879122357073,6.908160607817036,0.060727724750890145,train
8822.549999992885,F4_LDH,0,2.1562986575563197,7.144296506106639,0.06429623582938446,train
8872.14999999284,F4_LDH,0,2.296582460306424,6.680234033211565,0.05724834580426836,train
9057.699999992672,F4_LDH,0,2.1742701988232884,7.447079605542959,0.06400771819614348,train
9071.799999992658,F4_LDH,0,2.152313509353,7.2569871568235085,0.061413317430000974,train
9289.39999999246,F4_LDH,0,2.127630098062074,7.826316698289872,0.06633113037601163,train
9383.899999992374,F4_LDH,0,2.216127894619176,7.165817296744457,0.06364783267688535,train
9474.649999992293,F4_LDH,0,2.13088719086345,7.57150297731578,0.06397236354567648,train
9524.599999992246,F4_LDH,0,2.2310670138046658,7.0613702965330996,0.058887645295869505,train
9569.549999992207,F4_LDH,0,2.231892559826415,6.815804385305576,0.05813305727412825,train
9629.449999992152,F4_LDH,0,2.231396248800799,7.052545995032233,0.05869359103428494,train
9710.149999992078,F4_LDH,0,2.215459268432478,6.884180777649281,0.057466165117719854,train
9755.799999992036,F4_LDH,0,2.1772613307907216,7.492374065418311,0.0629172766531675,train
9941.349999991868,F4_LDH,0,2.2510720704998386,7.0052194715074885,0.060410559729536545,train
9955.449999991855,F4_LDH,0,2.1250524519988545,7.777974911727557,0.06996550182088668,train
30774.949999697685,F1_zeta,1,3.1447166619327818,4.796126987892288,0.032555251790797726,test
40800.649999551795,F1_zeta,1,3.1427628508601892,5.211089315953346,0.03468603025847665,test
45078.99999948953,F1_zeta,1,3.1415919564410886,5.364820595273292,0.03322214660677771,test
50626.49999940881,F1_zeta,1,3.166143786740585,5.576862832139161,0.03580378559230566,test
51106.79999940182,F1_zeta,1,3.1437585684525504,5.591562025123516,0.03604487183470808,test
52656.949999379256,F1_zeta,1,3.1604802755551704,5.593279148189349,0.034031833405937066,test
55104.59999934364,F1_zeta,1,3.211293708112561,5.5422089199647235,0.03383720384291625,test
56373.54999932517,F1_zeta,1,3.1347882609014834,5.598227805325407,0.0323626236313365,test
57551.949999308024,F1_zeta,1,3.1594934640448344,5.759885805713005,0.03601935800562549,test
59273.79999928297,F1_zeta,1,3.147244733720425,5.751024629456317,0.03432319668583736,test
60651.99999926292,F1_zeta,1,3.137814790032052,6.060228479997795,0.035249375374518596,test
63099.6999992273,F1_zeta,1,3.1765454175382284,5.87760284030924,0.03359300768132077,test
63751.84999921781,F1_zeta,1,3.2604314621693438,5.525524379374877,0.032214785302020925,test
66308.7999991806,F1_zeta,1,3.1619457524908716,5.92046944974088,0.03321809329761448,test
66725.69999917454,F1_zeta,1,3.158212510922362,5.783236065062071,0.03291763191946367,test
68229.84999915265,F1_zeta,1,3.198265721469639,5.8421965614544735,0.03273535066390551,test
70677.54999911702,F1_zeta,1,3.1802582269091766,5.968162611819197,0.03327737415293668,test
73234.34999907982,F1_zeta,1,3.1561232533701054,5.950072096376449,0.03600593267015445,test
74303.74999906425,F1_zeta,1,3.1579424303812766,6.134307370640734,0.03475851406838472,test
74956.04999905477,F1_zeta,1,3.3194727050237676,5.62002526326322,0.03468607212012858,test
77403.69999901915,F1_zeta,1,3.3385322391133516,5.622221815395458,0.033771373862899794,test
79851.14999898353,F1_zeta,1,3.140966089166839,6.331596398549751,0.03870192101282038,test
80222.69999897812,F1_zeta,1,3.1843657633465114,6.165390196684739,0.03410665907111215,test
80612.79999897245,F1_zeta,1,3.174257965630353,5.9864604897419085,0.03447249233016229,test
81229.59999896347,F1_zeta,1,3.1340421402906786,6.217037378822832,0.03762766272684905,test
81881.64999895399,F1_zeta,1,3.1967199012619787,6.283450450638634,0.03477446452977369,test
83431.89999893142,F1_zeta,1,3.255351898641712,5.926139630613307,0.03573578634481277,test
84129.74999892127,F1_zeta,1,3.2192262426451372,5.964874251520076,0.03238990685068457,test
84700.84999891296,F1_zeta,1,3.1444227908004723,6.349224623235358,0.035961721382071904,test
85633.94999889938,F1_zeta,1,3.181269892586734,6.111195300775922,0.03459017322045485,test
86050.94999889331,F1_zeta,1,3.1708000580108595,6.3012595556406374,0.03626267119039891,test
86948.99999888024,F1_zeta,1,3.166362854843305,6.418594797792055,0.037850423971778416,test
88081.54999886376,F1_zeta,1,3.242347147344108,6.084740895027127,0.034093248224025256,test
88607.84999885611,F1_zeta,1,3.2532153082996786,6.080936067090993,0.03485707168393608,test
89259.94999884661,F1_zeta,1,3.158731253056388,6.472070558271358,0.03457001942308268,test
90048.84999883514,F1_zeta,1,3.2529906815199015,6.108994696417244,0.032595417324841024,test
91707.599998811,F1_zeta,1,3.1499923640557905,6.6929070706716445,0.03578887997972639,test
92976.59999879253,F1_zeta,1,3.1421286517035423,6.512243828383572,0.034445635515768035,test
93085.94999879094,F1_zeta,1,3.1766330223168424,6.4910726825910166,0.037530838646457274,test
93874.64999877947,F1_zeta,1,3.2422370873120174,6.148178799929301,0.03242862280521279,test
94526.74999876997,F1_zeta,1,3.3066512641782073,6.028460699784319,0.03217521206418393,test
96185.74999874583,F1_zeta,1,3.191858871783898,6.486943195121495,0.03717635434228811,test
96557.34999874042,F1_zeta,1,3.2153826690173597,6.301740437727796,0.03461040559998371,test
96974.39999873436,F1_zeta,1,3.178106985338285,6.5372491683034175,0.037022362895746584,test
97255.09999873026,F1_zeta,1,3.279739274424519,6.1105300984446504,0.03568167325901544,test
97735.64999872328,F1_zeta,1,3.146389140295802,6.733949538460138,0.03717580360458006,test
98352.5999987143,F1_zeta,1,3.221037848624696,6.256430278967096,0.033696264732925495,test
99004.84999870481,F1_zeta,1,3.1782963095804337,6.671375058959066,0.03505032426846595,test
99285.64999870073,F1_zeta,1,3.134559467380467,6.895359789147587,0.036425198236115425,test
99702.79999869465,F1_zeta,1,3.202674523920145,6.51395268033404,0.03614702662877211,test
33804.4999996536,F4_LDH,0,2.612130218314194,7.634458313427266,0.049190516835194126,test
37090.39999960578,F4_LDH,0,2.606048976165899,7.679413067140581,0.049150746197652126,test
46418.299999470044,F4_LDH,0,2.6118377943676676,8.23263574645772,0.05326620583873128,test
50370.24999941254,F4_LDH,0,2.6374870658975604,8.082266137954196,0.047863201134908724,test
51394.24999939764,F4_LDH,0,2.6243369800628518,8.212225661409123,0.04991622694739773,test
51934.299999389776,F4_LDH,0,2.6489162501221477,8.164740595396912,0.05355641492635242,test
52958.34999937487,F4_LDH,0,2.6489038130591944,8.265143430187418,0.05359197543251363,test
55220.14999934196,F4_LDH,0,2.7325469203042316,7.927857531350246,0.0460559935766812,test
57902.99999930292,F4_LDH,0,2.60710479720646,8.601258692526068,0.04997967226644909,test
58660.3999992919,F4_LDH,0,2.6131923437075377,8.754901593724341,0.053859016712780726,test
59543.89999927904,F4_LDH,0,2.6396985065851304,8.413684816172653,0.051083979286098063,test
60164.64999927001,F4_LDH,0,2.62386693687532,8.799739034894145,0.05309390127821085,test
60722.29999926189,F4_LDH,0,2.7153151920185548,8.222277701336385,0.0492610099735996,test
62612.39999923439,F4_LDH,0,2.638896967409166,8.717470719312162,0.05597369947640732,test
64488.44999920709,F4_LDH,0,2.62731509023723,8.758251804817913,0.05404171690396947,test
65898.19999918657,F4_LDH,0,2.695988204649737,8.410013893877558,0.04878141415735819,test
67774.19999915927,F4_LDH,0,2.6214283070507816,8.59153955481472,0.04838440154318354,test
69338.34999913651,F4_LDH,0,2.6456443109965218,8.946419180002378,0.050306603155387875,test
69524.09999913382,F4_LDH,0,2.6459662434121345,9.15824131609243,0.055957111080719865,test
71305.69999910789,F4_LDH,0,2.612396415725697,8.497813982376256,0.04878933751235831,test
72809.799999086,F4_LDH,0,2.6644713999294245,8.82424433994735,0.05084984638789928,test
76250.19999903593,F4_LDH,0,2.669317310845405,8.793148315612056,0.051740425578260495,test
77133.49999902307,F4_LDH,0,2.632156674309354,9.112722185831862,0.050329368463982685,test
78697.54999900032,F4_LDH,0,2.694468130310123,8.858405240374012,0.04974179694678198,test
80959.44999896741,F4_LDH,0,2.6141229602886042,9.51210096232332,0.055823924814163664,test
81516.94999895929,F4_LDH,0,2.6527883714246174,8.993128085846465,0.048857241682456976,test
81611.74999895791,F4_LDH,0,2.6612411278873065,8.8608628636197,0.05328800101299152,test
83021.2499989374,F4_LDH,0,2.740009445767125,8.536355713243328,0.04635921446477472,test
84027.84999892276,F4_LDH,0,2.6086112068750262,9.084848043762324,0.054860034585617966,test
84585.39999891464,F4_LDH,0,2.750094351751932,8.560490652471346,0.04849197665432709,test
85468.79999890178,F4_LDH,0,2.604464649189083,9.390034808142259,0.05102448985301095,test
87685.49999886952,F4_LDH,0,2.6870548815483524,8.927838174050232,0.053415398608574506,test
87871.29999886683,F4_LDH,0,2.664377383347388,9.547796715372796,0.05722099610036787,test
88537.44999885713,F4_LDH,0,2.636596389553526,9.265042549008891,0.05057383453085568,test
89375.69999884494,F4_LDH,0,2.7160891400545712,8.973953512700884,0.04822423118261171,test
90413.39999882983,F4_LDH,0,2.612228831399862,9.566590206817123,0.051199773145665844,test
90939.69999882218,F4_LDH,0,2.6661429873624165,9.193934936928743,0.05041925608845091,test
91170.9499988188,F4_LDH,0,2.656879428838114,9.16021653135196,0.05301585886744271,test
91311.34999881676,F4_LDH,0,2.642920703165649,9.477395736255009,0.05407945511536587,test
91637.44999881202,F4_LDH,0,2.6155701226718007,9.7837639702967,0.052853487924678255,test
92194.9999988039,F4_LDH,0,2.688400491351776,9.250046567199036,0.05135863760112236,test
92815.69999879488,F4_LDH,0,2.6081589158207836,9.839825355845079,0.05259307376558483,test
94456.69999877099,F4_LDH,0,2.6989776057399304,9.214813028812316,0.05414793657221536,test
95263.39999875925,F4_LDH,0,2.679624288360606,9.547112276291488,0.05208552773109637,test
96020.74999874823,F4_LDH,0,2.6710398869223213,8.992478215471467,0.0484207726001244,test
97139.54999873195,F4_LDH,0,2.64855252963714,9.49329612426793,0.05130354444528891,test
98082.54999871823,F4_LDH,0,2.6622610626622647,9.687847439978118,0.05121089032826901,test
98549.24999871144,F4_LDH,0,2.687109459899911,9.51181749318583,0.05684441357441539,test
98703.6999987092,F4_LDH,0,2.629269195116931,9.764650096808262,0.05734299109908319,test
99972.79999869072,F4_LDH,0,2.6335641046755867,9.329847607222751,0.05009762269342227,test
