function,peak_idx,t_value,magnitude,M_coh,R_comp,ACF_sum_squared,class,predicted_linear,predicted_rbf,true_label
L_chi4,19,9714.0,12.84262068165957,0.006865828071868871,3.6807328720689774,12.432617812500002,Standard,1,0,0
L_chi4,20,2914.0,12.842354924342734,0.14447882147563845,4.831033852733111,12.432617812500002,Standard,1,0,0
L_chi4,21,8290.0,12.513598061610178,0.4478491660038885,5.48554263843653,12.432617812500002,Standard,1,0,0
L_chi4,22,3440.0,12.349554122474432,0.2982652622901676,4.177856783910668,12.432617812500002,Standard,1,0,0
L_chi4,23,3612.0,12.329058090517439,0.12053411686715168,3.790148876586567,12.432617812500002,Standard,1,0,0
L_chi4,24,7238.0,12.293058430136558,0.06954236209216308,4.564101487475295,12.432617812500002,Standard,1,0,0
L_chi4,25,2588.0,12.243426374573412,0.23202480272744141,4.256757166042858,12.432617812500002,Standard,1,0,0
L_chi4,26,2062.0,12.134631702708171,0.19359804467595354,4.7833362775346515,12.432617812500002,Standard,1,0,0
L_chi4,27,7610.0,12.131546753413696,0.04215286022390291,3.7459464852280915,12.432617812500002,Standard,1,0,0
L_chi4,28,5162.0,12.014519736407204,0.5375585195902696,4.830515667119943,12.432617812500002,Standard,1,0,0
L_chi4,29,8770.0,11.809977023565512,0.17278827186557652,3.478335696975846,12.432617812500002,Standard,1,0,0
L_chi4,30,4464.0,11.633749546249252,0.10852008128942922,3.6735172055976926,12.432617812500002,Standard,1,0,0
