Metric,t-range,n_points,n_maxima,ξ,ξ_CI_lower,ξ_CI_upper,μ,σ
M_coh,"[50, 550]",1501,100,-1.1862484238558977,-1.5244048346341392,-0.2565023644437906,1.355612938566137,0.9661444851542136
R_comp,"[50, 550]",1501,100,0.8126078335323301,0.8026662503845051,0.8249014039771648,0.00048242164891283294,0.0002449655218663795
M_coh,"[1000, 10000]",1501,100,-0.6958600930931098,-0.8643901854220892,-0.5399455486676423,1.7966427839879437,0.18637552835840449
R_comp,"[1000, 10000]",1501,100,0.822535677672309,0.8122404694823501,0.8322841076236404,0.0006510191128453163,0.00031947018494103924
M_coh,"[10000, 20000]",1501,100,-1.4568764939766012,-1.5996869485004175,-0.27372436369683106,0.15751070159340938,2.9507753991546615
R_comp,"[10000, 20000]",1501,100,0.817967009971053,0.8075139096503733,0.8311231695960453,0.0007238297906909916,0.0003897781608554133
