N,peak_num,t,magnitude,r,adjacent_pct,nonadjacent_pct,numerator,denominator,adjacent_contrib,nonadjacent_contrib
10000000,1,19797979.7979798,21.827988769425378,4.243714700652637,42.68247370128661,57.31752629871339,385.5978181744206,90.86327554373999,164.58268733503203,221.01513083938855
10000000,2,17878787.87878788,17.305548463448464,5.91464202848938,31.46163477705503,68.53836522294498,256.1707260841556,43.31128153660763,80.59549824632708,175.57522783782852
10000000,3,13636363.636363637,12.219003368737601,2.7155335076729665,61.6663131860211,38.3336868139789,109.12030039385114,40.1837429313697,67.29046619039926,41.82983420345188
10000000,4,19292929.29292929,9.473383178645443,1.7855743865096272,68.1917721106712,31.808227889328805,57.527221022429075,32.21776782701341,39.22883146121696,18.298389561212108
10000000,5,12121212.12121212,7.941801315501649,3.7487376261550054,45.9873974295906,54.01260257040939,49.79031869390458,13.281889440999203,22.897271739225644,26.893046954678933
