T_max_zeta,I2_over_logT_zeta_norm,T_max_LDH,I2_over_logT_LDH_with_off_norm,I2_over_logT_LDH_no_off_norm,T_max_Lchi5,I2_over_logT_Lchi5_norm,T_max_LDelta,I2_over_logT_LDelta_norm
5000.0,0.997910467472,4800.0,0.9969375104477175,0.9395174541157247,4300.0,0.9983359331806217,1050.0,1.2168377525768834
