Category,Mean_Value,Std_Value,Mean_Pct,High_M4_Mean,High_M4_Pct
PD,211.10282590919005,845.2987224392297,11.488505778682999,1167.4991183408736,6.480252905614965
MD,412.38592131212414,1483.7750466351863,22.44260833381673,2272.3063365354765,12.612531785640321
3IDX_A,-14.482944456471945,4982.292597626344,-0.7881817325936584,4752.0197177311875,26.37628508630373
3IDX_B,311.7570776225704,1750.701202477463,16.966248426029736,1291.8450021486942,7.170439957740537
4IDX,296.80570238346525,1728.6052626203068,16.15257404676014,1549.4182741648585,8.600111225298757
2IDX_3_1,142.7609078845941,3155.0637420351345,7.769244718247948,4370.39744073826,24.25807460504427
2IDX_2_2_OTHER,477.18384637825073,1923.1157100539128,25.969000429056116,2612.772662985513,14.502304434357413
