t,height,r
13651.82591295648,17.827928825570645,2.202506137940208
15572.786393196599,16.57081189841239,2.7144717211970324
17403.701850925463,16.31915150340778,1.5388358200483825
19679.83991995998,14.048727007532824,1.2098391031317204
17603.801900950475,13.770238517359992,1.3961769742123051
12056.028014007003,12.977765471042,2.0972940800612867
14612.306153076539,12.919504361616898,1.3548864635345006
11620.810405202601,12.51598237103373,1.259676459546989
19479.73986993497,12.507135253748453,1.2798671871995129
13171.585792896449,12.43126648987453,2.250978209176861
10895.447723861931,12.40931431004084,2.0466353875363263
11855.92796398199,12.290913162039379,0.8896864982466812
13886.943471735867,12.233766039068279,2.628082062137807
18999.499749874936,11.920077126037917,1.694746062441052
13261.630815407705,11.770961401437363,1.6991565811222862
15962.981490745373,11.558889201474742,2.0475566171061317
14847.423711855929,11.539575871195824,1.354931194324524
15527.763881940971,11.18613369465796,0.8326178092951712
19714.857428714357,10.449356972535506,2.3904336514603535
15927.963981990997,10.429244915086818,2.1151804151659808
16923.461730865434,10.252024442286734,1.9374863373799485
18719.359679839923,10.117310618091397,1.9939470139534428
15092.54627313657,10.04822419099357,0.9746057484496484
19444.72236118059,9.911894796662349,2.376586452579899
17883.941970985492,9.909853048847177,0.9678473167236277
19199.599799899952,9.815633986799387,0.5435399737690634
17123.561780890446,9.788583326729803,0.12631383620564202
12336.168084042021,9.776591366489502,0.82862230416131
11775.887943971986,9.301303665483635,0.5868228009255376
19324.662331165586,9.295162662440793,0.3349156513212394
13051.525762881442,9.240331929840861,2.8773687153262664
13496.748374187093,9.163024084085563,1.54065335209866
18329.164582291145,9.057025218983444,1.4019683479937166
11285.642821410705,9.049869668939072,2.1713057685053108
19879.939969984993,8.885184191102942,1.5307430907200867
18564.282141070536,8.7735483715821,1.3026093214913796
11185.5927963982,8.772680505713732,2.5740208952794714
17213.6068034017,8.684914338384143,2.076078435940251
19914.957478739372,8.666513890850092,1.0555022278307828
15682.841420710356,8.59792987180705,0.46073610334546433
17313.65682841421,8.571237648263004,1.3592117714033
15327.663831915957,8.426080967008058,1.5935301605257977
15127.563781890945,8.388318351948811,2.5522723359729853
15447.723861930965,8.36389167572258,1.8229191260699544
11520.760380190095,8.35733099074601,1.3669594165481762
10025.012506253126,8.20391333508884,0.11405585874396695
13296.64832416208,8.089175071332585,0.5865306983306071
10080.040020010005,8.05873353783753,1.07787488063677
15772.88644322161,8.0341990979717,1.3904230261071986
18364.18209104552,8.007399397785033,0.4496109405987901
16968.484242121063,7.99090450369281,0.6398072520249758
11375.687843921962,7.942659155574771,0.7561874943643003
17758.87943971986,7.913471048037545,1.6441123178753352
13451.725862931466,7.860050575847499,0.33072324480469817
18844.422211105553,7.683287690327626,0.8414348085880972
18879.439719859933,7.648600179910518,1.8506152942267116
12816.408204102052,7.619680353072575,1.5632195333347934
15237.618809404703,7.614696627563728,0.13100942067701957
17448.724362181092,7.60608569961404,0.7124748453620579
17793.896948474237,7.527742550580921,0.4721964505024165
17683.84192096048,7.488379986690662,0.15695445229595312
10460.23011505753,7.488164508555456,0.5744976401161598
19279.639819909957,7.470824519792895,1.1753548518806278
19599.799899949976,7.399281850593329,0.7948288406049193
12011.005502751375,7.399085622237974,1.2468279820237342
17558.77938969485,7.365606319444766,0.967586562424475
12446.223111555777,7.269241671398949,0.721152061119177
19244.62231115558,7.258786337121185,1.0364092476265179
12246.123061530765,7.2571506890966395,1.7967418436252245
13686.843421710855,7.219032410534183,2.3002786922120144
17513.75687843922,7.194314604929812,0.770344885414018
14132.066033016508,7.156251596394175,0.28542437613648886
