function,peak_index,t,peak_height,r,delta_phi_12_rad,delta_phi_12_deg,delta_phi_13_rad,delta_phi_23_rad,cos_delta_phi_12,S1_real,S1_imag,S2_real,S2_imag,S3_real,S3_imag
liouville,85,18524.262131065534,5.4110956918114255,-0.9019705041287818,2.8033842991806885,160.62208869629353,-0.3783737906015969,3.101427217397301,-0.943350642768975,-0.30345018586497946,-1.317219758702262,-0.21090762666213345,1.8788273105014226,0.18593729465436273,-1.2142225998110834
liouville,86,16733.366683341672,5.437868574177465,-0.931573675999994,-2.393750182473118,-137.15178266438036,0.8497269240525432,-3.0397082006539247,-0.7331578200657034,-1.5083980398666095,1.202065328464733,0.16151069830200604,-1.0679512476241557,-0.029252158825363708,0.6062666630984684
liouville,87,16163.081540770385,5.448231621613129,-0.9870192801867944,-2.5173841176901948,-144.23548535691268,0.6386188221037383,-3.127182367385653,-0.8114259489437569,-1.5402713830318373,1.593118108213807,0.2835459821498999,-1.9509677693363823,-0.08946101320648361,0.6847319913191738
liouville,88,14812.406203101551,5.461076822595801,-0.9584377715356047,2.7300080383146916,156.41793863222097,1.409466905073309,-1.3205411332413828,-0.9164880292035196,-0.7744373207842123,-0.5202685368114672,0.2573375565754475,0.40355574676765127,-0.1380750955567272,0.14736054543486551
liouville,89,11340.670335167584,5.574998886924339,-0.7621311266676694,2.1341787248957083,122.27943366313568,-0.7306293826958956,-2.864808107591603,-0.534048907988946,-0.9688132913965339,-0.9250516529754111,-0.1221926575492173,0.6061792182925645,-0.05729263853926258,-0.7342432139723815
liouville,90,19644.822411205605,5.577418511669918,-0.9907955440124804,2.992220915100701,171.44162980604318,-0.003253569461506789,-2.995474484562208,-0.9888647690166025,-1.3128702589865435,-0.6674508941883032,1.0062849402315956,0.7179543124952362,-0.8832497759259139,-0.4526583427616895
liouville,91,16053.02651325663,5.638109940783736,-0.9810194714449305,2.2117731802413774,126.72526846805884,-2.353588607206426,1.7178235197317833,-0.5979786863086166,-1.0549166242986008,-1.6161164154778733,-0.6204740229940187,1.6918347719906521,1.1162287208013413,0.23149072388057187
liouville,92,10560.280140070035,5.639907448645939,-0.5966933205303179,1.9097329275078248,109.41963674336155,-1.726584231931339,2.6468681477404226,-0.33248437913396056,0.2820360148347707,-0.06735073317226437,-0.4951925958172045,-0.7669048162170853,0.060827300994985664,0.7720540779740169
liouville,93,16243.12156078039,5.652760194691187,-0.8057292033276048,2.4303721987183264,139.25006963249032,0.14676101739345881,-2.2836111813248676,-0.7575657776930067,-1.8713492158611549,0.09481851190483215,0.8398527897819072,0.6526152507583081,-0.4133131437540457,0.08265862806422013
liouville,94,14367.183591795898,5.663795698042094,-0.8185589368187466,2.1916333687715825,125.57134227065043,-0.8577193325396941,-3.049352701311277,-0.5817162073418864,-0.2652907975010182,-1.1155860899091936,-0.6020007764778448,0.6912557300281769,0.16329185501205148,-0.2266848646886983
liouville,95,11430.71535767884,5.6817322908098555,-0.9095405881514336,-2.792799509718698,-160.01562493308694,0.0651553486393044,2.857954858358002,-0.9397858569685366,-1.0398208611903224,0.818224018221556,0.36831151968786063,-0.5936371105725552,-0.5153887679593158,0.4629510655446347
liouville,96,16688.344172086043,5.692306774551923,-0.8962783947823989,1.7401089481879517,99.70089862411847,-3.0136768242015863,1.5293995347900484,-0.1685048392678137,-0.8239439427388803,-1.3720255451869392,-0.7940154207327496,0.6826481714997665,0.1700290877998452,0.21517707813587367
liouville,97,16768.384192096048,5.717713660857956,-0.9197799259285127,-3.0362722006813,-173.965582551937,1.6037898565798105,-1.6431232499184758,-0.9944589259247368,-2.2640212886870907,1.1819926511199321,1.2532927373220042,-0.8327622477368013,0.5215411819700846,0.9233845620512984
liouville,98,17723.861930965482,5.746363076527181,-0.982301900342632,2.8304884433515887,162.17504176460022,-0.8516670555210596,2.601029808306938,-0.9519961405038544,-1.8276792329112628,-0.34620621235427357,1.1226124633100107,0.6108249891064774,-0.5912077011275725,-1.0045948993082334
liouville,99,16608.304152076038,5.792857732845002,-0.8450727799966635,2.79054630592139,159.88652586511833,0.5755110792698235,-2.215035226651567,-0.9390134083585364,-2.0465440776278943,-0.007409801477878497,2.1817926285941223,0.8079753793644348,-0.9436852417053482,0.607392549906058
liouville,100,16408.204102051026,5.809086254799892,-0.8781785782859326,3.120222563090117,178.77558400655593,0.2935020671091828,-2.826720495980934,-0.999771668305774,-1.2213158001628337,0.7702926815858687,0.7866463129263841,-0.4729546581244791,-0.15303600073951154,0.17639789693836416
liouville,101,14647.323661830917,5.852643457830343,-0.9878355747605243,-2.71362201257372,-155.47908851427056,0.6803618861631173,-2.889201408442749,-0.9098098579070448,-1.3247686764361841,1.074247965043569,0.9767626258604416,-1.9641732364076558,-0.2503962736573487,1.180075470703979
liouville,102,12771.385692846423,5.90866558401021,-0.993601408463989,-2.4462326808064088,-140.15880831718027,1.2755007082078074,-2.5614519181653703,-0.7678231307055858,-1.4960271625563621,0.3056055767140992,0.6570677743049307,-0.8227004243938563,-0.05248854579419023,0.5579976400358694
liouville,103,16288.144072036019,5.936238240800668,-0.9744567071706653,-2.531685816537865,-145.0549123407513,1.4977968541691604,-2.253702636472561,-0.8197013843098397,-1.2653509749361405,1.248655661219027,0.29659989613256693,-1.610440599247208,0.43052690704830815,0.5052069837870258
liouville,104,19109.554777388694,5.941299927605521,-0.9849745075799525,-2.555822290260641,-146.43783041739476,1.2315834416765012,-2.4957795752424436,-0.8332864443873527,-2.141244170251142,1.6802162463013954,1.2272660225684204,-3.7072515532828993,0.9986149692877573,2.9527393123890384
liouville,105,16008.004002001002,5.979662563325712,-0.9420209589289877,-2.1588885684589547,-123.6952034117382,-2.270675445623035,-0.11178687716408042,-0.5547747774178333,-0.5331287873482139,1.2214492200926812,-0.3984186152649187,-0.6200088922944506,-0.08423023149078261,-0.17027768498722987
liouville,106,16488.24412206103,6.089541105467127,-0.5964084358872029,-0.9758380780820863,-55.91140336226123,2.4360246785402557,-2.871322550557244,0.5604741777444124,-0.23216783081891124,0.07918190413431568,-0.4076572474641677,-0.30807646127227156,0.6533026967114552,0.258580236900566
liouville,107,11095.547773886943,6.140374882152426,-0.9441713783198047,-2.0158604294597975,-115.500294695476,1.9918622109261388,-2.27546266679365,-0.4305157391654807,-0.42428219504858994,1.4400131928192226,-1.2555927472817037,-1.1272617248459158,0.2772619361988975,-0.03752836365096006
liouville,108,17958.979489744874,6.1631531049891874,-0.9908163074862597,-2.7971111623079077,-160.2626644291753,0.8037568912833873,-2.682317253588291,-0.9412506840195736,-2.381317198679514,1.136064201439831,2.4611268560207926,-2.4819987945946553,-0.5942229412399794,1.7817789770754668
liouville,109,15807.903951975988,6.17175015377427,-0.9531454578464632,2.620663976319865,150.15298536510056,-1.3241136278975736,2.3384077029621477,-0.8673573642324849,-1.4215376496775438,-1.9358223773203909,0.2148736163564296,1.902439574356951,0.6648624612424814,-0.8043930886625494
liouville,110,16568.284142071036,6.201072596853973,-0.988131364230348,-2.4631166424468973,-141.12618806064106,1.000846582967327,-2.819222081765362,-0.7785300889695304,-1.652452962836542,0.21759041741051793,1.202847877590499,-1.2620206349127439,-0.39414452823910345,0.839335976290351
liouville,111,19379.68984492246,6.269487303394387,-0.9296873237827811,2.0270350502275214,116.14055330312581,-1.7462679138734087,2.5098823430786554,-0.44057467334221356,-0.8082461368926319,-1.4052230878576943,-0.8918456813594706,1.3245528780381164,1.3023016376254681,-0.4702074378309591
liouville,112,14087.043521760881,6.37897472264357,-0.9660097878683579,-2.797561998642917,-160.28849544842248,2.1018976295368077,-1.3837256789998613,-0.9414028396999963,-1.7937844653387736,0.5238267496473885,0.9682219065431433,-0.7032100668264242,0.17007595456896737,0.1602216313193812
liouville,113,17848.924462231116,6.478019969706175,-0.980666131310442,-2.1922487908849684,-125.60660336036646,0.15150407804926266,2.3437528689342315,-0.5822166764627766,-0.7633075018607074,0.9988004284936687,-0.26924672492203755,-0.8803664462015293,-0.08437226760734678,0.154061889202784
liouville,114,11575.787893946974,6.4976956182938475,-0.9052366183594334,2.1419303080637606,122.72356666320972,-2.964347773899623,1.1769072252162025,-0.5405864015053954,-0.2934114837189245,-2.070669178036954,-0.7685456330967292,0.6631244985736847,0.3439431920732583,1.0448528365152578
liouville,115,11730.865432716359,6.578937723312621,-0.9813348754172873,-2.8294408059066436,-162.115016560545,0.49110492078720297,-2.9626395804857397,-0.9516749258073582,-1.9639324619292617,1.0170246368916196,1.6807579036242746,-1.6962245739795625,-1.0725955687779434,1.5615509910896666
liouville,116,11910.95547773887,6.589765867481398,-0.9858788276380903,2.2379558047069263,128.22542234651078,-2.1776852615059745,1.8675442409666854,-0.6187570220442113,-1.8649940976340527,-1.3930216073885184,0.06273122412429513,2.447461544106628,1.2238204814573104,-0.40878733851679333
liouville,117,13986.993496748375,6.595737617274349,-0.946373805728736,2.341472512750899,134.15649282651836,-1.9077493597853952,2.0339634346432924,-0.6966205205567563,-1.6674118709344403,-1.4926689569115876,0.12889195422104827,3.1793044070955134,2.5682537377439307,-1.415359611681005
liouville,118,18039.01950975488,6.6170596418687735,-0.9951730526667182,2.5615829482515675,146.76789180749319,-0.23535503254417067,-2.7969379807957386,-0.8364573311181299,-1.3735010382612767,-1.1647395243137881,0.461785348118551,1.561995178294717,-0.2850250813439083,-0.38919579478845934
liouville,119,18274.13706853427,6.6427433615786855,-0.9770077362313956,-2.2762479141317153,-130.4193986052043,1.0732723176878753,-2.933665075359996,-0.6483776975791359,-1.2907176937087543,0.6917699579270178,0.1833547501275103,-0.8459063511575453,-0.001242984064498577,0.22493983214332808
