N,Pure Diagonal (%),Pair Diagonal (%),Mixed Diagonal (%),Off-Diagonal (%)
"10,000",2.387508097698253,29.867231827778113,47.11160490086905,20.63365517365458
"100,000",4.021267878411914,32.601455331106145,27.34312908122467,36.03414770925726
"1,000,000",1.530062298938377,23.337122648559536,40.628386832645695,34.504428219856386
