N,Mean_M4_top10,All_Equal_pct,Three_Equal_pct,Two_Pairs_Equal_pct,One_Pair_Equal_pct,All_Different_pct
10000,8296.0462648834,6.169465521007858,21.257473122444388,32.157645202368634,31.549123329687276,8.86629282449184
100000,12798.602972254637,8.316665808146674,23.046957839121745,44.847895606571456,13.909817291613583,9.878663454546547
1000000,43635.490656566835,5.495366924608977,20.535841021259916,29.879955220932516,34.5605976264683,9.528239206730285
