function_class,peak_t,N,D_magnitude,R_comp
L_DH,4408.212131896973,20000,8.21461061049486,0.004680382046719676
L_DH,4408.212131896973,50000,8.219103010644172,0.0029753796809595962
L_DH,4408.212131896973,100000,8.216200319980173,0.0024040858172886936
L_DH,4408.212131896973,200000,8.21962599786704,0.0009952391065620458
L_DH,4408.212131896973,500000,8.218313984510209,0.0009286549286220782
L_DH,4408.212131896973,1000000,8.219471986048362,0.0002022227534117129
L_DH,4408.212131896973,2000000,8.218472973902424,0.00013750365354338564
L_DH,4408.212131896973,5000000,8.218851272562137,0.00016720559104201337
L_DH,4408.212131896973,10000000,8.218423381254977,2.5840957095486232e-05
L_DH,1960.5209531046712,10000,7.983838470230946,0.009815928600796617
L_DH,1960.5209531046712,20000,7.9741137032774505,0.007835715439432086
L_DH,1960.5209531046712,50000,7.977359069681617,0.004548371420095338
L_DH,1960.5209531046712,100000,7.977653347444727,0.002379622211434201
L_DH,1960.5209531046712,200000,7.980911223823276,0.0010464458853862806
L_DH,1960.5209531046712,500000,7.979862751930554,0.000574435717603416
L_DH,1960.5209531046712,1000000,7.980073735094093,0.00050513076888363
L_DH,1960.5209531046712,2000000,7.979011292337884,0.0004221739627273573
L_DH,1960.5209531046712,5000000,7.979339887418179,0.00018760386061370552
L_DH,1960.5209531046712,10000000,7.979179854198445,6.829785050895882e-05
L_DH,4533.734756450423,10000,7.965803270344203,0.008643461767243291
L_DH,4533.734756450423,20000,7.967144005957298,0.012266974439012352
L_DH,4533.734756450423,50000,7.971784612230091,0.007282179349711734
L_DH,4533.734756450423,100000,7.974396527116768,0.004713294589222661
L_DH,4533.734756450423,200000,7.974659625889826,0.0025198945632961545
L_DH,4533.734756450423,500000,7.973422246396635,0.0010716268348064197
L_DH,4533.734756450423,1000000,7.972527338856036,0.0004443910827917251
L_DH,4533.734756450423,2000000,7.972313664500749,0.00024854110519667203
L_DH,4533.734756450423,5000000,7.972637215997109,0.0002389825989749466
L_DH,4533.734756450423,10000000,7.972931282179358,0.00020079521503369151
L_DH,3338.5410704849523,10000,7.8910322825448205,0.008638641355387337
L_DH,3338.5410704849523,20000,7.879512131420124,0.011888833031147685
L_DH,3338.5410704849523,50000,7.8837700843392104,0.00815347991797237
L_DH,3338.5410704849523,100000,7.882303879771611,0.0039048031313836484
L_DH,3338.5410704849523,200000,7.885830166725953,0.0022282268107438083
L_DH,3338.5410704849523,500000,7.884501256834885,0.000997091572104091
L_DH,3338.5410704849523,1000000,7.885258107855953,0.00042595041169176106
L_DH,3338.5410704849523,2000000,7.884162184232214,0.00044698614075648494
L_DH,3338.5410704849523,5000000,7.884569715752887,0.0001789104193513871
