0	9.2223793999211025222437671927434781355287706224320092899981864280019212953707290	0.021
9	32.774875382231207441830455673311989999099161637212597710466222082325082609541492	0.029
17	46.197318753143309595370173978866124985534621120691198110203078430080714192682117	0.044
24	56.715294044725366480667460106736512397747172758632726350535700521737599645703154	0.044
32	67.938609774750467459304517611785856280183037313716521200887275962145580544184970	0.049
42	80.560192068097504753063128092545880023375043218649240983041521264070382222360508	0.066
47	86.755972188255291034286688863301946038010341568913200355300118804973647214409191	0.064
57	98.709804088180764960780701051841142127110656389984913426872687059007711623103646	0.077
65	107.42670755392653787134263186935449496502781198682230250734447421312502938599440	0.085
72	115.06276556053481076708709639541487996189565471498765806676168450391898407838168	0.090
79	122.55731782502656535324732189398466007068636703105917323518842287087170689015164	0.095
90	134.34729668877155836336447988983358086122019528344947972653283781652211509114156	0.105
96	139.93658439005705184125255662541257996096149320099355938006404688298384411652501	0.116
104	148.11775412261281552121919045608435819994452272372389455552140227894234492170503	0.131
113	157.09578319229446666581231001427975450364817015910642823275016391956258707729272	0.148
119	162.87145492254161388020999021039844615130346072391611580684076055095380948988474	0.151
130	173.52425286894492569960998396458281858664709312434128332746063256635671049232183	0.166
135	177.69272393617015584259342493376710583281395614032484086704229922497210802395364	0.174
146	188.53687252767748635363193542897514793021561299180215766047563936262227919795003	0.215
151	192.79250020622888384899961782163381862492812709162527658363270850794586932348379	0.197
163	203.53631099104221859299808047963120530136478554611444341053887104371028863543988	0.222
166	206.45515672971366518437611720471705927292589546097197621702656286051253295887557	0.216
179	217.89749227915111575794078107616638459745112757039839297065243739410936402267875	0.245
182	220.84248530069331387711595221219913059779899877450001226812699211078348224891581	0.246
195	232.07593181251036926888934237554220040746096779604082260122528381346854298058314	0.263
197	234.10100640286047554793014304005859032326454843589643560802665237528025350103789	0.258
212	246.69268984848614370352587898043581937900665394503750419512739237235645810194775	0.303
213	247.86384408306160895083076809374961857868646469494654556148619380678473585258310	0.302
228	260.31966784967481684327348830322131981102806299104424602277035043926615660223982	0.318
229	261.37651901860347065390263829235615897455461578490602264906783164895746799251989	0.331
244	273.62440646745633705589312259952702067611044471098258572266891256028618243367431	0.390
245	274.59698440175006146094256511350290004951335131084317325045285352848927486370636	0.405
259	286.39163745203642074318679008022507575263234260720497966994173043985389851241101	0.388
262	288.80066506261839775291345203671916931913778918407631108615616528123047339352295	0.401
276	299.83557008651917017616780625399163972947914846411089084919245051383346720970775	0.453
277	300.60530927763951428987829272944001852384397244085169727616161570619198921997994	0.521
291	312.49695476275175220620110401236807059211949967857059714440862797292235915079179	0.461
295	315.61810241364965827035325813531605811782535458972740284417026106325890518522318	0.485
305	323.43607299662892085846249302268272978730582352504460497012483205217768374812842	0.515
312	329.02573883813750056341743822567168972790951332999823068149066530604193712567972	0.528
320	335.30458702815677694585257128881659800814318350011557474271898759994816007789852	0.539
329	342.38006013242214168268745750544357747646928997378272182675991689108536848379238	0.552
336	348.03220800892961084275392556223224651281531490714331343244126796179517277820924	0.546
346	355.29222386134840334229149369927657479919994631379522046127098735524076347415861	0.610
351	359.63189178143130388096747170887693608850149512659619510395660618694981871102846	0.641
362	368.11543020971738668805893919791170966400790628704710919003610485058689850496798	0.655
367	372.04961996518767990996075297037501730869653867460044776324329049549308367066680	0.675
378	380.57767223243197799788520199418770814937172839706841962763789573573903892069112	0.742
382	383.59199710274394918902004346629487273793077375621533090091879571369076185896285	0.738
395	393.31719891271129175383577112722621001039072333028299769326663679406385200328240	0.779
399	396.75472310828830773248670361486054072834303343883136850324999478348581204060310	0.768
410	404.36229575176667045092467195964523043225197003577376606297026857069375222146669	1.084
413	407.16907265939347222990545725190469977095509184301135791290155391664116017514828	0.897
428	418.10710183205343510003471601190172452673632650166607014507524985188198833109176	0.897
431	420.54646420838990768172148094168006414813532056465533011935995660587787382349985	0.890
442	428.35496879410090896686184686364932446146680672512993060834209601825379773962228	0.884
445	430.98992180682802080594051465133909732918888528962976105894179747102498812637200	0.901
460	442.36245516885570031951943668529685776213129559379728469057090695358927603731564	1.068
463	443.97249607296385738254313179872580249146589194817903675354819851649231814694141	1.071
472	451.01680350291955227521732521743621141086479888437834257850705764973947004222756	1.010
482	457.96275657580217372646963876116328172852039145954557903992438052884770017148705	1.029
487	462.05739479596866340617123354265559432159478912870631565713276933364914972104913	1.120
499	470.63274205796059584174152716461809394875333120105036016532261861336644259404232	1.209
502	472.55298974421704105514209540311059217861125213756094855287149699198614399765942	1.174
515	482.23187395809839050948803800923523036327526089603774805333395988625747936285485	1.201
518	484.04002988221638422586757029229786417413542322122323610392747669753027306663055	1.182
532	494.30443545877423668626125140994667216334416352893821925638235495903204534568235	1.320
533	494.95819990271986161783717224911861711554685425301919339122868774810190710427364	1.287
548	506.20596637741147677456501223562336837450246916152374099571193075300419551197437	1.317
549	506.77990200696540394382439941077025068926750668057102205667359617427547505651449	1.305
564	517.43996300573537001479463721828626630135274229700028478566032627688253133049077	2.018
565	517.69808248484589578540840053406358619110652992120187727393284228700804697983904	1.444
580	528.80230835486553948719908665553929237196140450629510429434106836335338309961278	1.495
582	530.06523827111847771825649195926960873971002919387704101079576638465242253723703	1.501
595	539.36524244517734398177361525032723475708868371432770702460872570131390063026225	1.561
598	541.21470761423472004464204910950215794333734311821416165604923669541855011861753	1.551
611	551.02173426305009228470300291177079661284487980730542986302023682366495640790268	1.644
614	552.54807125589752263962835189822281459877917155898442695205567496894086263347667	1.754
627	562.03872107232387259883192893385321126635559439380506506764744825828649226633007	1.741
631	564.37761433002535620883492763059352821528559866512347643860524680877665477012917	1.713
642	572.14797854731462554178514423268737169040659117233089109389176240332559771522877	1.721
647	575.66184693411424864530873717256842309375527297578937305433208950668619352268592	1.855
658	583.31271367966546720783384368053399345242295964089881191779943130326965033630203	1.983
665	588.28032870345948514166416690079821075856092370473472537230621921582328104944824	1.909
672	593.06352532829495420481787291962402340014846237624204006073322036055754052820177	1.894
679	598.06867010659555732985561269381842146278316250240557173417449935515243392398413	1.975
691	606.36696969520754556615368356979413855730668186476933658106032706760894442488114	2.117
694	608.16142853625719105061774190933059652260272152469653613591275250303614765784340	2.138
707	617.01510780015271664986354434243871529708964439444301625061924848525922696063325	2.127
710	619.38398381549136461349511880815162116028961615239083197886147765204849761099805	2.114
