function,GRH,t,P_t,reS0,reS1,reS2,reS3,reS4,reS5,reS6,reS7,imS0,imS1,imS2,imS3,imS4,imS5,imS6,imS7
F1,True,59273.700000179255,3.5754689719035353,1.0,4.042935472356208,5.712053501765833,4.733335901753356,2.6316976039661037,1.3420477742287145,0.19994444102414438,0.0013372905320153299,0.0,1.461433439651392,4.655256113062945,2.9902384275690155,1.4533690704166258,0.9080480264270943,0.07233355463278104,0.0004525402575303362
F1,True,72227.70000022638,3.4958228115831913,1.0,5.038984838604323,8.126157534096231,5.095569936660978,2.6759724987422833,0.8554521838857481,0.07290931777832624,-0.002116741835275428,0.0,0.09393820128546403,-0.2549687876761012,-0.8361018071766463,0.40753884718281247,0.527546924656646,0.07444337014041406,0.0007120998880283628
F1,True,99285.60000032482,3.752071249759049,1.0,4.327315414438889,6.797121959291579,5.473755937617163,3.3855938136610706,0.8665544573527708,0.052671305948784324,0.0034267141499329705,0.0,0.846466552524729,1.7287902111751614,1.976861801270298,1.6815960417598428,0.20194548876120916,-0.037547295415900336,-0.0030838050516089925
F1,True,56373.50000016871,3.4829490664613196,1.0,4.223610872831636,7.028572644989197,5.140130183066181,2.1860998243794465,1.7527665800262682,0.4122965686406528,0.005585401269111103,0.0,0.6451963731207674,1.7104934279182369,2.5273409090409182,1.1018878935561156,0.811975113922604,0.18601752724120355,-0.0009723854143776471
F1,True,49447.80000014352,3.655445672433235,1.0,4.257832709419717,6.969486723249411,5.65729750270786,2.980257406000671,1.364278284827801,0.24576072866432314,0.0043721752596335445,0.0,1.0246567272726195,1.6535182589375794,2.06866035151695,0.7485254575077576,-0.7497132124015166,-0.17040004327582067,-0.0003492861198180308
F1,True,37981.4000001018,3.3522761215792323,1.0,4.36404845128501,7.481728950844713,7.149146478217119,2.072180874052985,0.632747715932049,0.05962991813238487,-0.0011690376033845467,0.0,-0.9783249482053483,-0.014146363172131162,0.9468003725672259,0.38754844708676434,0.9435933012638577,0.2072215307066685,-0.00023720069894967702
F1,True,92976.60000030189,3.674664762197027,1.0,4.203614729329139,5.976720357915167,4.171399721144714,4.869748515673186,1.8954060883991195,0.1274721229606957,-0.002093348435363205,0.0,1.4121939395028766,3.8280781651964872,3.026065554126921,0.27266347601095786,-1.6587821784633925,-0.4763665374669969,-0.0022639698183697125
F1,True,56826.20000017036,3.541983618937179,1.0,3.7607178936400762,7.2631118033874245,6.115283216825554,2.860485017795453,1.5562679971445812,0.274647888979345,0.003998896179060612,0.0,0.5339830830377532,0.3903025605506233,1.283392634871424,0.23893143023097252,-0.582207994408132,-0.024920384128586277,-0.002350819091095919
F1,True,82670.40000026437,3.84978817560407,1.0,4.4848689142973175,6.233144432421581,5.012157232049693,3.8641139673735148,2.010611001183102,0.26516802206478535,0.0036583868735428292,0.0,-0.7515455580267111,-0.6205069215449731,0.2705692434861796,0.0034418923489323953,0.04874186593851781,-0.0034540798620714477,-0.0007403056338540217
F1,True,93457.5000003036,3.7140751335507565,1.0,4.450550463372914,6.847006224616624,4.762747117966035,3.6782767401541507,1.759826507834948,0.10389246514245627,-0.002157199401897398,0.0,-0.7010732835549639,-2.0949542030530037,-0.025494100946851412,-0.7748158407735571,0.5298472899441982,0.2382027287836513,0.0020642908752414655
F1,True,71575.50000022401,3.6818221673117977,1.0,3.6673360008469285,6.144541560880681,6.085953125656157,4.056677324333255,1.196791281566043,0.0976071211930548,-0.0027487221983651675,0.0,-0.16166198336446297,-0.141727025974272,-0.6166187735710879,1.797395179718038,1.4822556140395537,0.24192236548756374,0.0029261074213355817
