Rank,t_peak,"|L(s,χ)|",S₂_reduction_%,S₃_reduction_%,S₄_reduction_%
1,1409856.007260,32.350312,21.288132,38.011289,38.825907
2,1050032.466089,24.218669,30.406973,36.788646,33.348223
3,1732070.817133,24.190182,36.159616,45.284516,36.359188
4,1812683.553345,21.818887,39.654454,43.103480,31.434345
5,1933706.367657,19.680471,32.968843,33.871098,31.305990
6,1462450.064353,19.623893,38.652337,35.236626,29.503529
7,1972230.923871,18.886007,34.991113,36.781582,38.426548
8,1169695.900522,18.456311,31.811456,45.083593,32.751158
9,1317713.824929,18.152658,32.119238,55.067258,34.605519
10,1026772.443133,17.017890,39.907823,35.712645,29.242785
11,1381837.328140,16.766176,36.101345,39.546598,30.526891
12,1625332.991916,15.060326,52.002518,48.642028,31.121366
13,1087452.645198,14.999893,67.884811,64.623718,30.600803
14,1842434.206418,14.508754,40.426941,45.052781,42.748482
15,1345732.504049,14.175494,36.888145,31.004186,26.015883
16,1828518.253471,13.933161,56.232825,65.701627,42.977820
17,1824132.191382,13.202249,37.855124,29.488064,25.944725
18,1400185.147000,12.927154,49.323363,57.398901,43.376759
19,1904852.671703,12.156665,17.150822,71.694846,70.416988
20,1371331.451046,11.826269,41.708866,27.621273,23.259547
