orig_index	refined_dps80	seconds
226	258.81933627629289767338332510951090895049379582363123764044781514891711232621388	0.549
234	265.53037400188217392637566366049118557166838522003504767119774592570087121272849	0.597
242	271.79269359923301631256487459930416137059333636900727379909283718447390285227401	0.647
250	278.95490205779119101497777565331722271652003946071307187372046979391711079272709	0.891
258	285.32702415369152997855623772546459627421029356028862615502286684457014696085893	0.686
266	291.53828804792840868081408084948315562661519747384503967561547539252519144782365	0.670
274	298.63056788231700847818900752445851706462216927151694580753780488872534899049128	0.755
282	305.10959490911527177769027175190810454792419915789054119504594775893727503224808	0.795
290	311.23254070729826112054580071847998513010132303435346407907721689605943051164078	1.519
298	317.79140753835737298376097898102424108925591081897496107792919348361448123741162	0.787
306	324.00610270217656458899133387095325737240742709948762382471779838363148339644308	0.876
314	330.48483282632736457282236489878036489425296021361433914576044292153427310139901	0.915
322	336.90652174344937539577588234741187005046876999540692050578007099226751215929583	0.955
330	343.32603413211963798557414009807518431928828987471195893319261306126859246113526	0.950
338	349.55308994703808016227023517540835036633646230462721809619502517756824929644762	0.979
346	355.29222386134840334229149369927657479919994631379522046127098735524076347415861	0.995
354	361.83593968795951275287755925648848759574978832203183695175491979098177036513341	1.085
362	368.11543020971738668805893919791170966400790628704710919003610485058689850496798	1.064
370	374.31138626671029945226844273086909255013831511654258792165132052236726087249393	1.111
378	380.57767223243197799788520199418770814937172839706841962763789573573903892069112	1.165
386	386.34209315038055796371742201619647681521051079934582735206023173422954311213905	1.227
394	392.31403081010409162537942841875096322239254428259959959642525633181619872913795	1.317
402	398.69634986905898194104323451461662856260912851105804758942388618212439874784548	1.233
410	404.36229575176667045092467195964523043225197003577376606297026857069375222146669	1.784
418	410.56016753820625081615364681541781861932107886301747644340518631641644208821330	1.408
426	416.82491762625241643939686689793046103443819227752359632841585129700094046305330	1.513
434	422.90978868258687171014507719654865120675901502788058038084272735963778033953170	1.388
442	428.35496879410090896686184686364932446146680672512993060834209601825379773962228	1.490
450	434.75629358841222559582608092744094857279413932606139674722444609708280844612598	1.566
458	440.56379420631084431474121262356460734006722144162570805801274707046957397277064	1.558
466	446.35737714159487124821098887845803162439368371380218065777345099396832514223933	1.649
474	452.34669111178502230362383471912045497185505459175563707018742239870734861489657	1.676
482	457.96275657580217372646963876116328172852039145954557903992438052884770017148705	1.663
490	463.74054829973013646309156160834464460451755810826357018683329195536079386410722	1.838
498	470.24706639862509474971330918079352383849929718010917896158036301333214904323600	1.940
506	475.67058283147914323196880402821383466228036975262538404014608192188810911981137	1.799
514	481.28230906417974571493874848943938740897616666113184596314145822126664785032258	1.869
522	487.59003762262387122537911369732508298307516964633357656725582197697738654058565	1.942
530	493.42352933435642915481157871445755853220951443569359880314544335940282353155823	1.983
538	498.88831731315586900326451417561501135899446259843685254319080588191852957167557	2.300
546	504.71089594691984354558808469474682286129647075267499143044362304051050399229996	2.073
554	509.92624231469562674711706031045235786027361367868061821835821104666715290037781	2.143
562	516.28858204503265879525411260294690832598212696319600530755288609860101733564702	2.098
570	521.55660913796401176455211469126617520360756027400758758611498690754135678187443	2.387
578	527.33646047147327914382887119152379782448446616296940641255976410435656537320967	2.343
586	532.98064988835476644191907384319489204841741857893275171921959686044283751373252	2.406
594	538.79837961683983290461668941391047534286702356619637713671009796718512172558940	2.486
602	544.18135079550069798653325932170783248474812299514332402199927418728552040725805	2.510
610	549.78366115387933016619336156856075981599872836824385760947684206361451295502447	2.619
618	555.66678525988032913080451892214531331906549216896984395024568295003610196631636	3.389
626	561.20244646196923713720009337432614611456901297930950112606085929864797198960962	2.602
634	566.74375441346621306276015009920537527646854525857891734104980190763120129742046	2.802
642	572.14797854731462554178514423268737169040659117233089109389176240332559771522877	2.789
650	577.97600458103172518776524056934910731734181246479065431684873259116586883197897	3.039
658	583.31271367966546720783384368053399345242295964089881191779943130326965033630203	2.947
666	588.80467747627888255593439131546865267765537947392731537267668046965503725848070	3.058
674	594.50424023545169703138392075252168138463740575123257022363239719234179744774999	3.052
682	599.87249244937326011291966527300942022212302400041530955353134284193072483554840	3.097
690	605.76772543185233267960154683447055719315521016809091704453179273203896942415549	3.280
698	611.15299421399839428858172906319948181946428487419101936766552841951723025108196	3.241
706	616.57079175674202804556671355833179663973909791645165562359345297580966982264203	3.321
714	622.01228903344198827989783054495706275026593070669293784772194844543993813950657	3.421
722	627.17073754035846802869905460589441320917745205747453746408002221334536612238948	3.533
730	632.89175068329386230659875212876515234769023316948211607098877885735909495866582	3.587
738	638.37213443833804588913058416018042854006180482783783807547176857252459178509541	3.644
746	643.77674170370213168772430221897240281511974650228097139507963055543433529774048	3.884
754	649.01613547235549422878655618472886905041550333396165358145730640084603320284974	3.663
762	654.26625035412357200962708061222487808451190148330303325073143403472039078045365	3.758
770	660.30076266402316333044862326089356902164840487052349263633936361803636821984757	5.771
778	665.43430376056640329453989324312126274115562780820578973738954561557108818313107	4.160
786	670.95258730370021517135803129873581184795219030488830971831476797142384156350794	4.183
794	676.37931282063719326001552346872260798476715421392972159247649313986504240261299	4.232
802	681.27750432622014545009775222918621162174525820396477610659356497793290996818826	4.130
810	687.23336793827595341336530256437561429158346359454123487737289057913079359113027	4.500
818	692.48811504531398982924911111690599300258815486081542250496373213107441292449740	4.604
826	697.79286526404812132753070719949316234083209628590872791969352088903149667794506	4.576
834	702.83271325092694724497142609442159915230358556729452857742924644322116015487007	4.605
842	708.14584178003294947864696427931823218090418676244385460750204065428964836014812	4.815
850	713.70137896738497535667379606392645662549294822613993875740898184894845928511445	4.784
858	718.68551439005562290134279160623895635519220491227445923578228063104753971747847	5.115
866	724.08957925280267094653941092587265917045464718220664397970730773062852330075298	4.967
874	729.48996397161339455755869214580646372461795720807134066399239418727297020162376	4.908
882	734.85642500197118755983626697670798424899686777335792937349526355770186536348422	4.987
890	739.84385808462210673572547839580247198649765424862595821223299383427474468993064	5.072
898	745.40821672451805414504118255228653777352149419676360938871814249680822331611501	5.215
906	750.86214887493631739442693813395542380007958674332946862905310444013810882462306	5.656
914	756.01346527695354499838478962977924654434678157773437137180670829154746174985546	5.411
922	760.94490385942006929932276719023749135152241245605328734891122775946076861066275	5.748
930	766.32460543958621345366023816373973345951549632271451114082667653728699884693516	5.701
938	771.36180879607038383254371442513370411183886588303385340640225838916022562078883	6.003
946	776.67609005898354426391124978155708277238128335120375964888334351210389268842677	6.284
954	781.78924889526084196839401517460585070261513975854269385361917293350119427682212	6.111
962	787.36984626964827577141092089065672646530509396484066295524871561038948973108491	6.130
970	792.32294755407749646719181778766680087708229525489724469889526905543931366048883	5.914
978	797.53674958058862856561816495574761234803516729066265931302142979643043125592992	6.157
986	802.75830897617419079272401008634604499546559298315039608197811155620015172387295	6.575
994	807.84213550095256356641198945860934821816259721998273280524522912731645158633438	6.362
1002	813.42002015439937450717509954032551081215043949441402403281661130432974756126112	6.499
1010	818.25470836626199553694272043320847102667633301735400720067711279924550902970485	7.816
1018	823.21399009394893243306067652358240145903089758271397328955966723559160516392444	7.194
1026	828.83057812969175577376089706550057974062668275193155370832399001013533981808235	7.209
1034	833.52132097014872889971084037580065874636373416136442723731742901157321085460443	7.083
1042	838.61481370628474071335461846150235964521372105767029475602956319051958869165540	7.038
1050	843.96743692915772130321195210586878729522026753333699514120538446498909860420650	9.285
1058	849.05279665333346719651156277398900282606550027995061802059042875928847729114786	7.366
1066	854.10954075214397762231614165998822448890277755716387964916827622146336560173650	7.381
1074	859.50718453880869703446115456284534965900374077345157400379043961967294033306460	7.933
1082	864.65890921963189972803310248409045851672287501894999389162177488846725174969620	8.337
1090	869.23906028283226315724528836132331170097319859847241045050058008868453771775206	7.891
1098	874.51230763607187296180494130321009613937729899133992423031199381423295514440497	7.993
1106	879.76379233165304614519493847621873188648009228326740948601694592065179171586387	7.861
1114	884.54328912749596749766730853839602598700206754493425951178850632970649395644663	8.547
1122	889.42417908802164392065216282138715816629493771056366627749005723850610622919115	8.499
1130	895.06588114830282829647814624909391137329907816736116757413908756350902704737918	8.665
1138	900.14012887735040380277849839726146202221907153234829602951580777500981376701882	8.799
1146	905.41765656352064438802466403790330025271173374430542657375174044791225203553054	8.474
1154	910.16713537854264659193616991723658276267190176921883978473608428991242981481872	8.715
1162	915.26119396527146329937417348082835327227847867395714113922721884782238200634105	9.174
1170	920.33411271567603370956675436514925968596049292442588386732001297706703544360028	9.357
1178	924.97257340481642570424018581802674045391603361492583553341931058164401182934828	9.345
1186	930.12709879471802111800129202451664082485061974245930683218722992659230236608926	9.200
1194	935.31510169948178024399990283305191831576960195284185936656547828121039351545696	9.782
1202	940.37895511964997359105913248587960777437981817104574154160351774813991031677915	9.939
1210	945.36106596096720192033579215411325328312481994754128229364159086580319428602683	10.044
1218	950.56824145784452210989795226356302132221415911443667730937422108825570297348783	10.124
1226	955.41736931849046681646644389587299197069588589375618370231429602961243780299226	10.330
1234	960.53783128105953514096475786329991652927487225319091115603303413229750015952882	10.095
1242	965.42774891577218141296740452448561340327044376623155995075262638134340349346093	10.479
1250	970.14883978977767126244410953232830810210299523371196739588109033813581475824710	15.145
1258	975.35552405478179434311133279368918810572005936665807418542357130247892274812619	10.937
1266	980.19720508996948462974932071094085741362348837442856560870560574830079513205437	10.825
1274	985.31264653589363059042686306707325144450826643760185948407867737196805479419132	11.183
1282	989.88845347892231537790644316529955713485578445471493802400411880473779166311173	10.990
1290	995.39503124855830153061748434772501058581357720529028383255011638307788942061170	11.736
1298	1000.1639064357954308972318352755787698553035059861351837257984408420107432507467	11.772
1306	1004.8897918831250104376741179291538444195276405337075876471254237464650865004151	16.438
1314	1010.0275097777548974083988707012057443710929001953705653882324703897049106445196	11.659
1322	1015.0931160331694834029385677941241951596757271441015425177952049443959916652020	11.846
1330	1020.2005584116459854650738694142737890806113229081773883244456609964345287048073	11.839
1338	1024.9192407380947621042489979990297318708016059199074970324159969271878158767215	12.340
1346	1029.5329899948318778272588885061722400251803678257444298339224857273156278119415	12.693
1354	1034.5548619585676363864259534043383568033067150346614148678043713654409270072409	12.625
1362	1039.8138658152905592352690720758499478766312785064086182508551439881001258239661	12.531
1370	1044.3711460200235654767725352372928500053191700962877163689841468747464442223141	12.824
1378	1049.3953545723917830271502880819153588914072537252978136398902678909345193290694	12.765
1386	1054.7362376685581172894278525956211774563533340523680415533022328666450854790321	13.698
1394	1059.6221370556880752983811914836594258269512083016090125999684433621842983008030	13.391
1402	1064.2677034313496037323314971812133618328759758282714083015931869213054811296473	13.445
1410	1069.1846777872812958583281678275576819610203221595480987189706414727410330503721	13.651
1418	1073.8376466236681393092335876406566590380194720599748127621069698154550232566110	13.853
1426	1078.9036508135008350205907754696665843918224256594956234677230014802093817384239	19.224
1434	1083.5167652329509764494832218391815419390716418573256409328388839688712273450191	14.531
1442	1088.6817063016349949876717614783536049781639190294288452051285786325830578874798	14.326
3	19.656513141954961000127281756321302801615550912003240008145249556389710095780713	0.045
11	36.741462976710306495823264960661476436237402939868532702033953938719170491451740	0.057
19	49.276053536558178409187162412115866499429880434085460184390499272234856358383105	0.074
27	61.136722957926800554734083333148155652407341655425558715910037324331207385518882	0.087
35	71.747504196165625464669000266749746240331174105838327707776231225591871382143260	0.106
43	82.007576204518531117099079726520233411535291596657652916195969666150852952668285	0.117
51	91.112718531472495242125606899876728901739715659102457891764467851441182888789800	0.117
59	100.22461499968199145462975461971210661461318392558085122732940853231621164060601	0.148
67	109.39169607602677384596082532219823707437996377201491934959458281101926467332714	0.158
75	118.14687073684822930003658285669963918071113620297661787584180436932864064440992	0.185
83	126.75939204586923569265043611725763222083732871170351430010225653750922527358414	0.246
91	135.07869588873937988344092755376282757230529638038295121566146180990819639432638	0.194
99	143.08355526347845507373979776964664120256210342087127471078031870469084613153420	0.208
107	150.90642375397946434093738343621341510874127921277493418354126447597196772898071	0.219
115	158.66081392258086706264954084642977548465139662052050210696622374297430352429510	0.264
123	166.58079700568472319292786365243374490562239760668524425881654435023906095081512	0.345
131	173.91341350568980711808282809464922880813270738227835019458833675744088991647475	0.424
139	181.73549448562238207413311385386620871632538235446365145627184361594275768532830	0.310
147	189.26897365660632357672404406942233099646700589161123093721861291851492824749117	0.337
155	196.86548109999946173960456429530850411772589938407465363574641533372580647959135	0.346
163	203.53631099104221859299808047963120530136478554611444341053887104371028863543988	0.352
171	210.70390583467642105156756926928658805988579231300132523132891662987576551659798	0.401
179	217.89749227915111575794078107616638459745112757039839297065243739410936402267875	0.420
187	225.29781047324410742027930650170078969531923000561398391481876308762753035367657	0.441
195	232.07593181251036926888934237554220040746096779604082260122528381346854298058314	0.473
203	239.28905916300412729306123903140419104062211599147066528585621600557334766164138	0.574
211	245.59432799440466222338610484544182927317782715346941985748733163546331709204344	0.563
219	252.76389859697632675994346702403839347856653908342499634597229828361358391133876	0.546
227	259.55974205182333792380295711026435205736774079917302172996237497207773002713988	0.541
235	266.19433066793632901071446381090680306263634176426313837540964369174856192015306	0.597
243	272.70232154181258615722784052001349443177554952124729776208217707713823318453075	0.611
251	279.55951756808793157977690347809916367620794834092450913090968737369398202005198	0.634
259	286.39163745203642074318679008022507575263234260720497966994173043985389851241101	0.668
267	292.71138977872162828686452995142437101699137242716037175020765665789434285822688	0.720
275	299.47657490545760171471724353796787740299665202442856116596837290175360985992297	0.738
283	306.07206030977354258970132309430148951299631315061990482828720229003779525722659	0.777
291	312.49695476275175220620110401236807059211949967857059714440862797292235915079179	1.536
299	318.36169446742310747533323741641236307865855919162339690966016006998052987806831	0.826
307	325.57383311783025341230639766633160000010062223042374102591572511746154646600470	0.901
315	331.32287697083508350018681130976811443945309023222058285848651825296088461871624	0.864
323	337.38674939124370575283555749298582023752324361351655814271852589713729135338696	0.904
331	344.10942169257812196892413388830839108519823326352476013631323392470153943760542	0.899
339	350.03190402630150333548721050359531977955865816051914274818240438389592863183436	0.981
347	356.83386681251909025141993652425778882658202143457944959830963870149022707306192	1.043
355	362.91093387145464448846973154787727517356179987914573007011183709507886910324589	1.050
363	368.73731889919828298372494617974628428145146201956697570001697418879014152066259	1.465
371	374.92434666487763999650811229813905079726472858216810193463587818090231563463362	1.075
379	381.17740716986989128258169929992795332937236277646845806775961298664533716728822	1.217
387	387.33738202846525430572864250632527146442738952530915983355453242525395412187259	1.254
395	393.31719891271129175383577112722621001039072333028299769326663679406385200328240	1.359
403	399.41085536502847866994930038761934296085912565902861613565249685363149691466092	1.238
411	405.58733102219760699301458320673636057334368320957328033899857034160378630636281	1.378
419	411.78364851291070829485898581035937081327202097938663766499529908250648057590857	1.377
427	417.30196240285001312807618607582698982228121612751445156567685283806436565012294	1.411
435	423.48435192550755086964775860313927310649317075580860906423279687086337857791584	1.436
443	429.56656024688338530272601345848275436487107484707452076818068681145968200881333	1.500
451	435.29217668752542648627000012547715811808375193411921390208617549118273508621466	1.687
459	441.30048702571896780064117311245964505089431561344112163628971008724666719641919	1.644
467	447.17294846225946741538517355987932136710758940954015111870676617665408515044577	1.599
475	453.05111885080334472918592303825915895889798898814458031593713331025280388055940	1.665
483	459.07010098152812182466209444918408916338281803625807702613432463914833268998004	1.659
491	464.89071786574598689685457984268478251307693331883182782871833660922602578460141	1.812
499	470.63274205796059584174152716461809394875333120105036016532261861336644259404232	1.873
507	476.53442232623923693436496553262930649660195145467295897653287103107143344124287	1.860
515	482.23187395809839050948803800923523036327526089603774805333395988625747936285485	1.929
523	488.21158376801021031590841017958741012116510537050278506530832020324734079992879	2.083
531	493.95577832894242460843611449151756670989649216889518988303085459947772840955624	2.120
539	499.42560626984043121659649105774683969608128312661735358302898972324862009821987	2.179
547	505.39210390209944302858524539188514115142912279680533945639119727927177999400623	2.071
555	511.16728376872136477090085151634549468563565679355393426435604056209202025703778	2.176
563	516.81681432259217371126585674206652630059810914939771874445050226724940515725119	2.392
571	522.39876282174541837003059576034758067595714877366098673557901489701370469596710	2.370
579	528.10873486052847823029900429033073227507692660737379375536382779434834074828552	2.449
587	534.03342963216088991014627887365804463789162009169700082801389791599920974852645	2.439
595	539.36524244517734398177361525032723475708868371432770702460872570131390063026225	2.646
603	545.02935638310945412185384791924971504435514568744572095244732197563491494432122	3.344
611	551.02173426305009228470300291177079661284487980730542986302023682366495640790268	2.630
619	556.37804905348337268835622784596676754017777244540345313913020507615286772043773	2.664
627	562.03872107232387259883192893385321126635559439380506506764744825828649226633007	2.661
635	567.59046463447520941761048352558860590580509967815575306655321064187990926111627	2.787
643	572.67242478394200128179945308404110284292820236866061353545732364741557396410468	2.776
651	578.75281720844882917057509396220601415919943463930917823459292513755913742223252	2.874
659	584.08429677575246676334918357397414141354319640019833896487012203702296479773656	2.939
667	589.84224201617370227084392961247503048742025744771834064012064653663806220509767	2.984
675	595.04258425366811525078347087679110859074643482569367019100005713319692668152510	3.086
683	600.59037278604435741438865417701460552283528612539890568487224798212282036603033	3.022
691	606.36696969520754556615368356979413855730668186476933658106032706760894442488114	3.250
699	611.66696943463077682617693626033009123221109616981110984074481308352559259372036	3.300
707	617.01510780015271664986354434243871529708964439444301625061924848525922696063325	3.386
715	622.63919271803053915144170460785582409742384968871516293068671258085338311746718	3.435
723	627.86545952713657823010042195111327434459539156819400866560823843138956173972565	3.498
731	633.66436162140524456463139163802436516228942717459258454304761384884428205522104	3.560
739	638.85951314163357748235194472000070370176238072745830980401966440607754704621193	3.619
747	644.09761799750976545323711335684092789965942174363625860907979026556030391808409	3.982
755	649.94013873303624192774833668285081700534885158989164477975139153536822758681004	3.709
763	655.13994161624749138160958968565791713488923087957164919932483347261406402649960	3.769
771	660.84660199118947698730297957607785155755247034461972432866781737361355964135200	4.109
779	666.12396504898747827697161302180025594831890481611316850715292000893785976746763	4.200
787	671.55498054742033063082913645898792192930129620269559627525378258793505137876118	4.170
795	676.87478662260183380473734282219143140523495380682232572437778476484385516198479	4.101
803	682.18132010393846019363272505485633539135798311525574034842919904506814080263089	4.185
811	687.86305886166161666540373355409356820853534964518704879355993511261789427564258	4.381
819	692.90861906812602129923016135411002473050673658261913527577574029396967334368708	4.414
827	698.09063143576209749042330812545949226329597880223340189852319980729943103488593	4.531
835	703.61678751885267866826960937044403764244697595773743684969723628123269238205275	4.524
843	708.72458349223213964585206058593605137864618897014984230603050375755651124662370	4.583
851	714.18994333367834304978952887403165391985567797036872149822637067444630209936039	4.971
859	719.69538246213156486245991208261753742943262593243183581104926437427878116309969	5.096
867	724.90245845718112958917897910190008244419790270475911222276288177953322695968368	4.860
875	730.00009430044384957355388083542527051801031332943202821737426327374886410192067	4.890
883	735.19013973627848646692531970814777017330026758128795744773774911900220635319579	4.988
891	740.60325265171486057014120231544889329718796340340576139185444386991789122968616	5.106
899	745.70066634972510664055533949876044757139304815931942245934491966985260087871756	5.355
907	751.41652242710171906912481039560042333453092282735310521630639644285112882187109	5.478
915	756.36419904326853296874224120081231410176433290464986526027533976373348455484548	5.392
923	761.70334785845014340001855017073393876808611946774269755137367968801122132342693	5.518
931	766.89453935209418473112609698989953515783890791327914900631428666930432107556131	5.489
939	771.85548280741119426491701174341498532192875578108169424871925194091940357443885	5.908
947	777.57970663348884722045089271712416365826994017093038156280520347607984826276633	6.242
955	782.65481863297668752697384742582110296337551057130673753528616936961932566326596	5.857
963	787.52028015383184851778157881377150530324900282547397715753680427897338352097444	5.990
971	792.85556904610644404157773845490203570779786869752335659390766294030094425626802	6.260
979	798.24058425272399218210121870508070383799911169752009377982788501338853630149944	6.513
987	803.30289938710720154042643984065671575043070036755808422845304423012567880048275	6.619
995	808.55516192416393750326973105471091740679559936475526653875758318897982515495010	6.536
1003	813.87653496849620631875393364206635662942529295688413127988989313673891361913364	6.563
1011	818.62629589667398924663128793779407402586858836332685509841955295353380186553699	6.983
1019	824.24053650432823239328890873903868704114802763189043550990712813704330541422364	8.579
1027	829.37624287317430503050090346776324571401967680615672101568204353612296093352222	7.215
1035	834.23561400596490582076880418826303659019384673487038626529755204013646638141581	7.352
1043	839.47077405190890175889355547542065292499169068423860641266517180556462832130644	7.225
1051	844.55162601446757057078874396323840897587857211559572247987508225186588087524888	7.148
1059	849.78765296630976818345907271608850269002333648728422689241171399944617566261877	7.383
1067	854.90570320398586973884996041382354589726800219645611745635867839371289016227327	7.920
1075	860.34866937988880421571314696879432508292201049910931454077330596028069688679257	7.894
1083	865.13547749970475352161714528208636302957254976213007063849319625579479828338702	7.962
1091	870.26144832581266533539056771101101135018539472574233959950920944635572466085190	7.706
1099	875.32886950293215205620785895097364346217256785616725123908354127955346342413212	7.897
1107	880.27397845716945796865625874019921061953619249555218887150774267177683429889765	7.977
1115	885.12860858091872876557333283569497457087055254788553176371043873841573834879634	12.014
1123	890.36069005052843784668101666282690322732469725579869241920536493136863662699786	8.710
1131	895.55428161054550902486557887337557480106155594126754144642646135960817696662295	8.583
1139	900.47864297401788905469274994918335719563804784998099922883581330715348983893867	8.957
1147	905.65404888604616437289166924141756586684395646325582151483833625252630825253649	8.519
1155	910.94531365009542343375430247112465803080883903168322602043917149885886369791019	9.287
1163	915.74526690831334589236584604730442387525811268584605116970921059024373282563469	9.250
1171	920.77978817198043536297459975104824676867686271688320655703603946529829661769795	9.017
1179	925.92675892509134125893953129829087524129753107526805926079730137045741808107468	9.564
1187	931.11304110394235235063025793384555035296023893345968057045535248728219525236097	9.235
1195	935.61849384537839907063654697349473465735440503230699101689927011423683488668183	9.681
1203	941.11061611088577477737931884946587867711709100761198972948599700631330329310231	10.006
1211	946.24502250650702339141318252830150074511254225138473905395239482719274226685312	13.842
1219	950.97640865687530000879925542568878265039733609390143608875169114598643161231885	10.157
1227	955.78012132596267972877252544437863665641014245118939444302619933991561633509830	10.266
1235	960.72383868002866485726138599573147271508351570450176768703103162661982208360794	10.148
1243	965.76981180604355314175551397710582546780552102654871317390258697402275410408702	14.328
1251	970.78424435519179545432436291625294946921591894760637695036824761577481135478169	14.048
1259	975.69883999737598957992775212260334596203876987483592587678236035813848895252775	10.694
1267	980.86200139542688904495075522467368957547580423171431837855071201588034544853152	11.319
1275	986.32803478603173636166875389746405740216238541240247855725351886823147369149957	11.248
1283	991.19310169159047003416808804838292770944209108642308026997283919494082691589780	11.031
1291	995.79688075741882981269687356987605303471087844523777890570774499956744779273932	11.737
1299	1001.0067235038808411935146807673013688315961451938544994537212286669779413491648	11.637
1307	1005.8393909521253693903704917800387630887819601425752797503666782772269409163612	11.520
1315	1010.6392741157277151193173103722024911405559238951395868255574487901539784372800	11.624
1323	1015.6669634184077296877527126747174914970159298746108188482043145472779456374999	11.596
1331	1020.6574585102716650368309152992136473059902287156072075403163327743221954557385	12.078
1339	1025.3985130866568503944807397666438096006297138098965629822014112167927242897076	12.126
1347	1030.6157478410628130910391026869615784660298295510507531255030126884764485767152	12.469
1355	1035.4495641427390760124881305827595882148043542230419616517509310170602217980691	12.914
1363	1040.4004410671554379963954883558488325666702082963004374160054283537057323082324	12.623
1371	1044.8147695542298132886202499732825862853771968588288457916869518785695204373395	12.728
1379	1050.1446823125170917119595752063309019249831564182403309495084778103307938140449	12.961
1387	1055.1004817969468209638359393765938761143203692485335130490705120659524563696501	13.290
1395	1060.0370304594222931485982734766327684148756710635521064160353457939435963008149	13.637
1403	1064.9349301576493400309294680926617601776804214525046250499340544842352213712905	13.403
1411	1069.7071805359279998259932506991735541686590516311400052128663223454477651013834	13.081
1419	1074.8265004894592850526734499535801835669231752029820089384337983130423352701803	13.552
1427	1079.2239798890602562563220535610038389702211083102317393718053472052641275075501	13.866
1435	1084.4189108692991409300621172939476624338474456658589014247581543316083747979141	14.516
1443	1089.2234241912914319522567744622665828353750877616870618211449433969719117529476	14.426
1451	1094.2680383913256486891486737389740547329523893976337843995520010039025379087649	14.532
4	22.336103637209867275682674459236246192455046952465274802023451196789328944584821	0.051
12	37.753915975624270478418792417855070791935783276395706989764533321048768641727121	0.056
20	51.156560281436345228689145773536055196239076761997996576309692652929330704793511	0.072
28	62.664992326307156892975339618708043949658147463094922477273077742523265536573325	0.082
36	72.814060667589404299679781496029182374646739269844490481553520023948996852343305	0.099
44	82.842525839572073221096918141844838195255594104240464594187648576361486522387659	0.111
52	92.442925494721278172867200952309354282060353666948983784143583673954520883865461	0.118
60	101.34359353371037877283174046133343403238336530198148158770959185749015665762629	0.149
68	110.70966268400202899488011591644413050642048899010900313994385069227471503973730	0.174
76	119.08216779664660235228969355888661218750611002090157960798692915861785448182624	0.167
84	127.55580316015350299498466819674995399076051815644227529045874947776255984601846	0.210
92	135.55289998752847036548274562712843742534917221885367600718143943492490406436728	0.199
100	144.35472636940312405171899913317294920189211864831096529872049911623679375769251	0.234
108	152.13443437848035223880186294354273954961023530031996977307868084478657208841831	0.219
116	159.66861391033673940573473477247290060587162489199126172878314534431079891548249	0.270
124	167.64363470910756434031556058240556417002741021170624084174690174096925933931402	0.414
132	174.87652927717548721702344482263743479614851741170998180746175007318936799949835	0.294
140	182.20249194881724748819268756697542648570062768715776909515172328382186888248327	0.316
148	190.18300948703448455900136592341425333206189425775649416890729517179859811440565	0.345
156	197.46001227582873998666194438828744631020970267122925457039436077378855819300539	0.397
164	204.51239334340468322129154264579038681778479602855072111701619231744384047356244	0.364
172	211.96487933189509739149064259486918370559564567172026383151136408597142367887582	0.412
180	219.05775934917431455617631349167084830840937719137636348629546766831963188830530	0.462
188	226.13018407379164824770760429460848697417738994950929236052496724615486867486860	0.426
196	232.66530580385764480190679379349722218411441895777650786898044966319603910072285	0.439
204	239.89924606991685412059879758050717435408839159508606601289973243303416779445391	0.526
212	246.69268984848614370352587898043581937900665394503750419512739237235645810194775	0.596
220	253.62207814059810819046465051141559334198868003123649443956325159284331562570185	0.562
228	260.31966784967481684327348830322131981102806299104424602277035043926615660223982	0.551
236	267.07498499872411920916710565792326826941936753623235128703206260017438262995280	0.608
244	273.62440646745633705589312259952702067611044471098258572266891256028618243367431	0.616
252	280.46317826723520161276403796429587000008924586068693464857763090026614865578209	0.619
260	286.85659930703957229321245812858615027880191035634173378850971822832858219655652	0.640
268	293.93812543768367582927829899034600561748138511469656499829694359997947638160724	0.720
276	299.83557008651917017616780625399163972947914846411089084919245051383346720970775	0.740
284	306.45834886493761560620344270088914458652665959680875120765189681072273841922758	1.173
292	312.72154298264879920944253251945140031231809841996797662238873005442592803125015	0.800
300	319.06908969877981402999499129074560655969332362088334061123696382053712346685630	0.802
308	325.74794178430141431240018601763728574755844556983776922506340296507403621163832	0.848
316	332.07089050705975657958897720685958399294189006007581220304140391081014285507382	1.074
324	338.58953260870224388247768816666739877999825293981078314953923949175000063103582	0.951
332	344.89836198100080466697178350590106641240531421997427139280348711420956610498786	0.891
340	351.28960164000568734859065226148562072377414474929861674988755967231879889063645	1.037
348	357.44255665815737146235221468714128695852178377705937763620922407785247243511659	1.023
356	363.20592036850608757776881826663452513884251152163768520252912741304261660347092	1.055
364	369.77783014120345168438217141703734613475634080124859190692151351221272602972998	1.119
372	375.84495838752115635823278149001446928652017249908182067388550455779058333825057	1.073
380	381.34929849585034157369048122257521526037730022478505434695223768712208689611297	1.151
388	388.17860588202221988608129697456564344522656465510565368528362149259216137427952	1.181
396	394.38684250013826423624716164254546254456125440003402072671743593420933812831109	1.402
404	400.15923443279669291192050533758253689304720929175430917171822539307904017958081	1.218
412	406.41050288325897569967920317469653155224091491533243293524719619701389290237748	1.361
420	412.10035851382401527415199892386234905863963109923961090256830486068088023465675	1.419
428	418.10710183205343510003471601190172452673632650166607014507524985188198833109176	1.556
436	424.18498163212848687107030449369193799478268038137643755041556697200087413140504	1.409
444	430.29461659826835400344901452729026130663780409112128811429412828080077787195893	1.412
452	436.24093152359084071223427164537738476948097811365663173286704306161737260358579	1.609
460	442.36245516885570031951943668529685776213129559379728469057090695358927603731564	1.557
468	448.09163980153162497353814440806611614201182915976196176534816850640026536200822	1.563
476	454.08217983291528514046052518996798809771184402705461267682304875464112264211007	1.691
