k,Density_Pct_Change,Variance_Pct_Change
1,-18.16237945954537,3.336844597489639
2,-9.977812339528656,13.498612320637134
3,3.903660935065168,18.850544499783823
4,32.07382386325598,72.55364276685225
5,102.05660689600319,161.1369228325403
6,517.5050787514907,851.0689756672095
