k,Var_N1,Var_N2,Pct_Change_Var
1,1.2934220280799784,1.336581511146706,3.336844597489639
2,1.1986887834674986,1.3604951352787378,13.498612320637134
3,0.597737898916071,0.7104147475433178,18.850544499783823
4,0.14723811949115162,0.2540647387233928,72.55364276685225
5,0.011579296048115353,0.030237817385718378,161.1369228325403
6,0.00015850579142014426,0.0015074994068327698,851.0689756672095
