Function,Peak_Index,t_value,Peak_Magnitude,M_coh,R_comp,CAS,Class
"L(s,χ_4) mod4",10,3486.0,9.168627550268171,1.979444499194532,0.0139879210897293,4.698965661369485,Multiplicative
"L(s,χ_4) mod4",11,5333.0,9.010241032839104,2.058683123347149,0.0169927826150945,4.698965661369485,Multiplicative
"L(s,χ_4) mod4",12,9869.0,8.998651915539412,2.025304696602049,0.0233353528600753,4.698965661369485,Multiplicative
"L(s,χ_4) mod4",13,7089.0,8.862712956087053,1.703889354490332,0.011063134391935,4.698965661369485,Multiplicative
"L(s,χ_4) mod4",14,8897.0,8.84717269949386,2.0541784717565754,0.0238397272111572,4.698965661369485,Multiplicative
"L(s,χ_4) mod4",15,3560.0,8.819673883765477,2.092802653552519,0.0176538495390096,4.698965661369485,Multiplicative
"L(s,χ_4) mod4",16,4458.0,8.787052421958613,2.029225224355182,0.0193063215066618,4.698965661369485,Multiplicative
"L(s,χ_4) mod4",17,8319.0,8.744418068131408,1.937252983974652,0.0228597499754021,4.698965661369485,Multiplicative
"L(s,χ_4) mod4",18,9010.0,8.743297316220609,1.571478248610276,0.0276661473722282,4.698965661369485,Multiplicative
"L(s,χ_4) mod4",19,6117.0,8.73659334707093,1.923973940223226,0.0169128665122874,4.698965661369485,Multiplicative
"L(s,χ_4) mod4",20,9576.0,8.724170666548483,2.1963417691062896,0.0336032804118181,4.698965661369485,Multiplicative
"L(s,χ_4) mod4",21,6059.0,8.695493876633076,1.9809030037906528,0.0136166677668476,4.698965661369485,Multiplicative
"L(s,χ_4) mod4",22,6906.0,8.647863379781201,1.9894841489580564,0.0158925432528262,4.698965661369485,Multiplicative
"L(s,χ_4) mod4",23,8061.0,8.638986439784778,1.5946314969725488,0.0204453993492004,4.698965661369485,Multiplicative
