function,N,t,t_region,D_real,D_imag,D_magnitude
L_DH,10000,84.5,peak_85.7,2.5100661405602325,-2.7426947743253365,3.717903529557814
L_DH,10000,85.0,peak_85.7,-0.5809294851255107,-1.8909994820319012,1.9782209451254704
L_DH,10000,85.5,peak_85.7,-0.4956175944060694,-0.09416295053165834,0.50448336061528
L_DH,10000,86.0,peak_85.7,-0.371005252856105,0.5206978619983019,0.6393521417313193
L_DH,10000,86.5,peak_85.7,0.7001686292617534,1.6334130482846554,1.7771534249211158
L_DH,10000,87.0,peak_85.7,2.1515415669956335,0.2709719077351731,2.168537961229101
L_DH,10000,87.5,peak_85.7,0.430817228535973,-0.5442962884302135,0.6941627575736996
L_DH,10000,88.0,peak_85.7,0.7046217156798015,1.552980314848656,1.7053561565007407
L_DH,10000,88.5,peak_85.7,2.982365454776234,0.24726836533960528,2.9925984278450013
L_DH,10000,89.0,peak_85.7,1.1133762132056886,-1.6674268453388135,2.0049735351592015
L_DH,10000,89.5,peak_85.7,0.08554326662906339,0.2649053553509459,0.2783747433931138
L_DH,10000,90.0,peak_85.7,1.6192027093423358,0.09620720252285533,1.622058334265089
L_DH,10000,90.5,peak_85.7,0.4505103923451419,-0.7289322618523016,0.8569141473800547
L_DH,10000,91.0,peak_85.7,0.5225475070661543,0.9505854848383771,1.084743592341741
L_DH,10000,91.5,peak_85.7,1.9931120034375356,0.004761956125019606,1.993117692077646
L_DH,10000,92.0,peak_85.7,0.40099596576497465,-0.6990138984121863,0.8058648737432269
L_DH,10000,10.0,general,1.6358360709523372,0.9706964102287406,1.9021596073567917
L_DH,10000,20.0,general,1.3437861185869882,1.4082370175684233,1.9465078037750303
L_DH,10000,30.0,general,0.03777834882589483,-0.501222619951296,0.5026443259312218
L_DH,10000,40.0,general,-0.18882337769089677,-0.21136373410969672,0.2834235277096692
L_DH,10000,50.0,general,0.10210244655306754,-0.630530563868552,0.6387438465962049
L_DH,10000,100.0,general,0.781475717113701,0.37455353733659996,0.8665994742496288
L_DH,10000,150.0,general,-0.20820764782407736,1.059103527821368,1.0793751466733437
L_DH,10000,200.0,general,0.257075432174896,0.4812274618172927,0.5455892666054049
L_DH,100000,80.0,peak_85.7,0.8728262681807788,-1.0662717444297765,1.3779554156052014
L_DH,100000,80.5,peak_85.7,0.27218456370886135,0.7086753733130332,0.7591476941029
L_DH,100000,81.0,peak_85.7,2.1408389113870094,0.3737550633180804,2.173219752317887
L_DH,100000,81.5,peak_85.7,1.018730771798167,-1.2202584556302873,1.5896046942386974
L_DH,100000,82.0,peak_85.7,0.06547082100172717,0.28168319372102,0.28919171846288044
L_DH,100000,82.5,peak_85.7,1.4005249753705773,0.29620961789837535,1.4315063200601865
L_DH,100000,83.0,peak_85.7,0.29524298594444087,-0.35991292342904485,0.4655166304232651
L_DH,100000,83.5,peak_85.7,0.5791533950436781,1.8962939018836185,1.98276302600982
L_DH,100000,84.0,peak_85.7,3.7797064962102205,0.8425733106125317,3.8724812434988376
L_DH,100000,84.5,peak_85.7,2.5133775172223647,-2.7396349264154782,3.7178846235614147
L_DH,100000,85.0,peak_85.7,-0.58619345262667,-1.8892662487146508,1.978117722087011
L_DH,100000,85.5,peak_85.7,-0.49777261638446857,-0.10158562434722536,0.508032692546705
L_DH,100000,86.0,peak_85.7,-0.36324762716813774,0.5171174202402504,0.6319487834937371
L_DH,100000,86.5,peak_85.7,0.7041474716238532,1.6396535844564442,1.7844572112592476
L_DH,100000,87.0,peak_85.7,2.1469237616835404,0.27328384448863136,2.164247143498147
L_DH,100000,87.5,peak_85.7,0.4312433792844182,-0.5489671211754784,0.6980943720646493
L_DH,100000,88.0,peak_85.7,0.7110640403106009,1.5551703264059804,1.710019536016042
L_DH,100000,88.5,peak_85.7,2.9804559355278863,0.25546108738546497,2.9913839524192767
L_DH,100000,89.0,peak_85.7,1.105246113680261,-1.6679731586420081,2.0009256432350297
L_DH,100000,89.5,peak_85.7,0.0856727843083397,0.25871236588377816,0.2725287401950943
L_DH,100000,90.0,peak_85.7,1.6233156480027804,0.09793705557603398,1.6262673088719424
L_DH,100000,90.5,peak_85.7,0.44612322436737184,-0.7252376996235973,0.8514667652206207
L_DH,100000,91.0,peak_85.7,0.5175237892619134,0.9445273379063942,1.0770156751433793
L_DH,100000,91.5,peak_85.7,1.998753696986474,-0.0016239487428435532,1.9987543566998465
L_DH,100000,92.0,peak_85.7,0.40697197103306837,-0.6949462649253497,0.8053424714618217
L_DH,100000,10.0,general,1.6332246120244172,0.9779938344068503,1.9036529550997792
L_DH,100000,20.0,general,1.3423562881139284,1.4006767188278604,1.9400555855194936
L_DH,100000,30.0,general,0.04218408003087924,-0.5006348947932244,0.5024089912538136
L_DH,100000,40.0,general,-0.19256941891565452,-0.20451603750212202,0.28090886546544275
L_DH,100000,50.0,general,0.10187069285104727,-0.638163551334641,0.6462432640376171
L_DH,100000,100.0,general,0.7757199738411943,0.37997940980193673,0.8637857545072223
L_DH,100000,150.0,general,-0.20466820795226665,1.0618758483741562,1.0814200815163024
L_DH,100000,200.0,general,0.262066230960884,0.4758638224315773,0.5432541641895027
L_DH,1000000,80.0,peak_85.7,0.8705355538245033,-1.0655691444226756,1.3759613919068396
L_DH,1000000,80.5,peak_85.7,0.26948088390956176,0.7087339447076707,0.7582372657510144
L_DH,1000000,81.0,peak_85.7,2.1385243505354468,0.3731520127401736,2.170835973178328
L_DH,1000000,81.5,peak_85.7,1.017487870383182,-1.2214014894891374,1.5896864989371917
L_DH,1000000,82.0,peak_85.7,0.06565674514080633,0.28024386980456617,0.2878323031654429
L_DH,1000000,82.5,peak_85.7,1.4020670541984799,0.2947986718162275,1.4327240771947036
L_DH,1000000,83.0,peak_85.7,0.2976668199432243,-0.36095312736991125,0.4678596967609321
L_DH,1000000,83.5,peak_85.7,0.5817327408227669,1.8959068391961276,1.9831479331244604
L_DH,1000000,84.0,peak_85.7,3.7816862605881165,0.8429851116872981,3.874503177447062
L_DH,1000000,84.5,peak_85.7,2.514199547780472,-2.738470122089945,3.7175822755708916
L_DH,1000000,85.0,peak_85.7,-0.5867309544368509,-1.8875982859816796,1.9766842191243783
L_DH,1000000,85.5,peak_85.7,-0.4994683349898123,-0.09982549051685898,0.5093463911862209
L_DH,1000000,86.0,peak_85.7,-0.36557270204717923,0.5184934631861269,0.6344122254881437
L_DH,1000000,86.5,peak_85.7,0.7018799603157353,1.6402327742799598,1.784096138809496
L_DH,1000000,87.0,peak_85.7,2.145351198100661,0.2728438164933081,2.1626316171254354
L_DH,1000000,87.5,peak_85.7,0.430772256539938,-0.5503733782841113,0.6989102893278762
L_DH,1000000,88.0,peak_85.7,0.7117672435197943,1.5531368489780448,1.708463251170834
L_DH,1000000,88.5,peak_85.7,2.9820736852707435,0.25334945354246613,2.9928163007432476
L_DH,1000000,89.0,peak_85.7,1.1072824979365112,-1.669551850049184,2.0033666439868596
L_DH,1000000,89.5,peak_85.7,0.08755185226837944,0.25815949094403823,0.27260163169010765
L_DH,1000000,90.0,peak_85.7,1.624546572959523,0.09862652539061514,1.627537636807566
L_DH,1000000,90.5,peak_85.7,0.4464263523783383,-0.7234495659654833,0.8501033834737245
L_DH,1000000,91.0,peak_85.7,0.5168860491424349,0.9469328753351205,1.0788202158786768
L_DH,1000000,91.5,peak_85.7,1.9974060530793618,0.0007093038111790818,1.9974061790206745
L_DH,1000000,92.0,peak_85.7,0.40530488192967695,-0.6933822589987759,0.8031506735415683
L_DH,1000000,10.0,general,1.6316625156071565,0.9761051683368452,1.9013426478389883
L_DH,1000000,20.0,general,1.3404728152361203,1.4022170944730776,1.9398660130069731
L_DH,1000000,30.0,general,0.04356933802084352,-0.5003969586281886,0.502290158593532
L_DH,1000000,40.0,general,-0.19374548110744938,-0.20668609400356971,0.2832956987036857
L_DH,1000000,50.0,general,0.09974167398636657,-0.637023930454393,0.6447851498764267
L_DH,1000000,100.0,general,0.7754519438595372,0.3774925777692803,0.8624536877458586
L_DH,1000000,150.0,general,-0.20373208624846775,1.0629454838179764,1.082293797698289
L_DH,1000000,200.0,general,0.26000720393007687,0.47480289477364146,0.5413331090751481
