magnitude,red_S2_pct,red_S3_pct,difference_pct,t,kappa
23.998342981183466,33.9895197432807,49.2996680674605,-15.3101483241798,1293794.5179804512,0.1
12.837588384260155,17.5846622427934,73.16092627852582,-55.57626403573242,1199657.7861317652,0.1
9.418198150079773,61.2781981670355,56.82013406513701,4.458064101898486,1358171.4344454682,0.1
18.052316127135036,57.93889372185651,69.40312018961744,-11.46422646776093,1911737.3559873968,0.1
20.268788634327223,43.08358587570037,42.60100624100797,0.4825796346923994,1787304.7029840252,0.1
31.327557373984945,55.41969689109992,70.12057139934457,-14.700874508244652,1062309.3687450895,0.1
14.375274930355292,50.968791464467664,39.059765326332965,11.9090261381347,1917256.5396070422,0.1
9.33000148373898,47.100939369475135,57.929561646905725,-10.82862227743059,1166452.9973160017,0.1
14.602271864453794,9.378907372961988,62.74300193761292,-53.36409456465093,1799007.5523134088,0.1
11.093993301386096,19.558081870614497,83.49353484837674,-63.93545297776224,1722636.2497237434,0.1
