magnitude,red_S2_pct,red_S3_pct,difference_pct,t,kappa
21.60420559134037,21.804908735334813,50.26654993342093,-28.46164119808612,1293794.5575359429,0.15
5.510253532024363,38.529341411436135,3.887599809979206,34.64174160145693,1199880.3742343476,0.15
5.36161331546261,44.901055970425226,26.683144462177957,18.21791150824727,1358187.9905804468,0.15
5.947229324510555,-71.70247366853947,-17.41576665604187,-54.2867070124976,1912018.900437287,0.15
7.67789236757059,56.445046557443995,15.175401245172704,41.269645312271294,1062670.3797245552,0.15
6.4448343736198375,60.595869655796015,17.741702835186768,42.85416682060925,1787069.152800662,0.15
13.299178748065641,37.52374004001194,30.48497258860674,7.038767451405196,1917256.6378109124,0.15
8.806987614471318,35.346286809994055,36.15927838171433,-0.8129915717202749,1166452.6313512952,0.15
7.567433536515822,67.81903062264884,64.33660367237904,3.4824269502697973,1798548.7023768176,0.15
10.078771356380646,-7.1718518250867715,18.021669614390245,-25.193521439477017,1838256.6557684923,0.15
