t,height,Num,Den,r
10080.160320641282,8.007490936915197,28.395902194991486,35.724008909787536,0.7948688588310053
10180.360721442887,7.462489289920766,28.216984360881433,27.471762041300707,1.0271268482327551
10460.921843687374,6.013957109886348,22.90106895179566,13.266611167756905,1.7262184488721797
10541.082164328658,6.384061864781233,2.797357159776042,37.95888873357799,0.07369439024966852
10661.322645290582,6.647039399729285,8.551261926098444,35.63187085545501,0.2399891367138052
10941.88376753507,5.580821646221841,14.03504454014502,17.110525706793233,0.8202579383386693
11322.645290581162,4.664083107968169,9.739137930536307,12.014533307497715,0.8106130867737128
11883.767535070141,9.303024844753123,56.366631235086714,30.17964002700717,1.8677038952302054
12244.488977955913,4.6217294882210425,-9.46674980981649,30.82713327210843,-0.3070914744570736
12364.729458917836,5.078969789273065,13.685403137459595,12.11053098288889,1.1300415445694214
12444.889779559118,5.160347624202324,9.06563855411176,17.56354904849881,0.5161621110333972
12645.290581162324,17.119443940354902,194.63735909563374,98.43800173132044,1.977258331867429
12925.851703406814,5.124953831877565,15.179183413052929,11.085968365823605,1.3692248536310185
13086.17234468938,3.7740882508577527,-27.505579589738552,41.74932171500109,-0.6588269811304607
13507.014028056112,4.005985237155534,8.466648980725276,7.581268739582809,1.1167852336535413
14168.336673346694,6.487897580488423,23.56518481377673,18.527630201130787,1.2718941687609078
14549.098196392786,7.788160664578348,38.89868110467996,21.75676543260551,1.787888977576829
14749.498997995992,11.904553399249638,29.0221834310735,112.69620820451263,0.2575258200205478
15030.060120240481,10.893916278778152,55.983280336266716,62.69413155276089,0.892958861534806
15190.380761523047,4.62341968964961,-21.450911311693986,42.82692093833367,-0.5008744696491507
15310.62124248497,13.759023505644842,120.10570406078378,69.20502376810354,1.7355055676773028
15430.861723446895,3.8089512407342703,-18.54653561703298,33.05464517132412,-0.5610871186456615
15470.941883767535,3.87607325784883,-18.115320224640982,33.13926412485183,-0.5466421993074954
15951.903807615232,4.22788250213835,-12.813011507200827,30.68800195908846,-0.4175251137002149
16072.144288577154,5.6804990856805295,20.77149077891838,11.496579083498942,1.8067540464042677
16733.466933867734,4.5597497228874975,13.069102779250752,7.722214756121859,1.6924034350236241
17014.028056112224,9.106832508096986,51.78590122216942,31.148497108362623,1.662548951944977
17094.188376753507,3.9194728478588754,-3.4922523128927487,18.85451971799571,-0.1852209637331449
17294.589178356713,8.064385867864237,27.85763131090156,37.176688114906874,0.7493306349613048
17494.98997995992,7.499695193226458,37.570983215781794,18.67444477552224,2.0118929193026625
17595.190380761524,3.823396085025055,-16.793822793544894,31.4121804165298,-0.5346277326456333
17775.55110220441,7.943786766390852,37.44821579974805,25.65553239013836,1.4596545973118311
17875.751503006013,5.319002617378137,16.380660055540158,11.911128788135311,1.375239941310764
18056.112224448898,7.880866058376963,30.016716304768725,32.0913335253093,0.9353527263395147
18156.312625250503,5.906271576860135,21.953073532882282,12.930970406743622,1.697712765735938
18336.673346693387,5.0716622024621465,6.1014020178368575,19.620355478046342,0.31097306186240375
18537.074148296593,6.55322645478358,27.213893060527653,15.73088390714772,1.7299659206157094
18637.274549098198,8.754350247804295,49.67265663938286,26.96599162184824,1.8420482115383194
18737.4749498998,5.494669375667535,16.93677780552118,13.25461374237748,1.2778024418298313
19298.597194388778,3.8859491314279673,7.848444180218781,7.252156471826995,1.082222123958333
19398.79759519038,11.086123362617508,76.83345218247932,46.068679028694405,1.6678023725104583
19879.759519038074,9.838769419098194,46.217002356158304,50.58438132602353,0.9136615125977947
