function,name,d,q,GRH,t,|M|,log_abs_S0_norm,log_abs_S0,abs_S0,log_abs_S1_norm,log_abs_S1,abs_S1,log_abs_S2_norm,log_abs_S2,abs_S2,log_abs_S3_norm,log_abs_S3,abs_S3,log_abs_S4_norm,log_abs_S4,abs_S4,log_abs_S5_norm,log_abs_S5,abs_S5,log_abs_S6_norm,log_abs_S6,abs_S6,log_abs_S7_norm,log_abs_S7,abs_S7
F1,zeta,1,1,True,85633.90000027516,12.104516627633604,0.0,0.0,1.0,0.5434363626099943,1.3205003363296295,3.7452948156085686,0.7635023544943471,1.855240438928456,6.3932352484689465,0.7767923492672408,1.887533902845996,6.6030647865342385,0.5224880981011738,1.269597981918591,3.5594213229515574,0.35912447637086703,0.872639419184885,2.393219233390807,-0.3283684932345549,-0.7979052113365314,0.4502711998852699,-1.9878267021092677,-4.830235901207306,0.007984637458151691
F1,zeta,1,1,True,93085.90000030227,12.088683176981672,0.0,0.0,1.0,0.6053410895285938,1.4753540672015402,4.372583687350404,0.811246103863129,1.9771914702964088,7.222430064424424,0.8020624265232762,1.9548087575587525,7.062568231750835,0.5902289008277396,1.4385222223956884,4.214463173608242,0.19334695205954736,0.47123054594594826,1.6019642714726716,-0.6904395412050784,-1.682758370271776,0.18586059597613136,-2.9769573339455917,-7.255522855622408,0.0007062630091609219
F1,zeta,1,1,True,80612.80000025689,12.086241076984496,0.0,0.0,1.0,0.5625301786790666,1.3638958975499043,3.9114020784148313,0.7812792194222039,1.8942690767509376,6.647687678963515,0.7054303004051728,1.7103677797150256,5.530995291475447,0.5079455214245941,1.2315513711222539,3.426541252150842,0.45337231984973475,1.099234619834534,3.0018675745639256,-0.20390511162397068,-0.4943829785033683,0.6099471417102564,-2.097158728443856,-5.084715975509297,0.006190645135461897
F1,zeta,1,1,True,80222.70000025547,12.034628709939634,0.0,0.0,1.0,0.6306791991082639,1.5288573609584468,4.612902926815076,0.8417539557562601,2.0405330208978922,7.694709546988059,0.7510223481888575,1.820586515135294,6.175479400044538,0.517354099630358,1.2541409714483454,3.504826334923585,0.10322258694372705,0.2502264417301638,1.2843162065469074,-0.8543625441566975,-2.071098058106286,0.12604729842979542,-2.459620948026579,-5.962476005035498,0.002573531998675795
F1,zeta,1,1,True,99004.8000003238,12.016569717501302,0.0,0.0,1.0,0.6323018193528221,1.5444612018457955,4.6854464369073865,0.7746270330066553,1.8921049438134305,6.63331675500297,0.6882315327994523,1.6810751887185311,5.371328058856521,0.6082372934182997,1.485681161192547,4.417973740345879,0.20852135551732573,0.5093345195217583,1.6641833448322594,-0.7451364636722434,-1.820071242876177,0.16201420816454443,-2.7537203486436783,-6.726240711384498,0.0011990320035982736
F1,zeta,1,1,True,70677.50000022075,12.009294605033734,0.0,0.0,1.0,0.6358444827092092,1.534205580781524,4.6376398359406785,0.8553562921973377,2.0638574883190395,7.8762939972091175,0.7007722572797189,1.690867401089174,5.424183607954244,0.5021685443449821,1.211663864636137,3.35906904161563,0.15585140049832688,0.3760480666567344,1.456517141998034,-0.5957730508695762,-1.4375187083935992,0.23751637550405283,-2.208268607406604,-5.328249459541607,0.004852557179185915
F1,zeta,1,1,True,50626.5000001478,11.959134462164275,0.0,0.0,1.0,0.690356467834251,1.6447922265350992,5.179933542392322,0.9279033999295866,2.2107539659440167,9.122591924388507,0.7520303464758431,1.7917318452630793,5.999834258499375,0.30135759695297326,0.7179923068303236,2.050312676887159,-0.30013208058913515,-0.7150724822430983,0.4891566553397598,-1.393994943155466,-3.321229181098711,0.036108420676809506,-2.824067914073304,-6.72841520098598,0.0011964275536754834
F1,zeta,1,1,True,66308.80000020485,11.884777596861971,0.0,0.0,1.0,0.5955862533698829,1.4336549012291233,4.193999868934965,0.8098942244525671,1.9495225381612147,7.025332451529602,0.727581186481185,1.7513841666742507,5.762573520469424,0.596580556991349,1.4360483215811868,4.204049895749586,0.24595195765006575,0.5920388987435703,1.8076703173485524,-0.6080016965663803,-1.463540515426696,0.23141549246995843,-2.222363819183461,-5.349523706531797,0.0047504130513760625
F1,zeta,1,1,True,86050.90000027667,11.876475345412505,0.0,0.0,1.0,0.5966818466577345,1.4501371075532232,4.263699060440973,0.7919664397184627,1.924744197608092,6.853395326737292,0.7373178313843899,1.7919297416877678,6.001021721741345,0.5819668418261735,1.4143747081043396,4.1139132649322105,0.3022713785290158,0.7346208788008056,2.084691491928363,-0.49778800194043044,-1.2097918804670191,0.29825934656688624,-2.4280875698104625,-5.901067553996848,0.0027365218739812433
F1,zeta,1,1,True,74303.80000023394,11.870998700745766,0.0,0.0,1.0,0.618714482047269,1.4956395311097306,4.46218934943098,0.8837762812198116,2.1363824206534665,8.46874578742031,0.7603585910445632,1.8380406465065797,6.284213195311804,0.36954492311935055,0.893313493664079,2.4432118206744864,-0.04290049408473088,-0.10370482139831445,0.901491359110228,-1.0301214644295993,-2.490147602408712,0.0828977297675133,-2.777208309184831,-6.713439969271498,0.0012144791596631003
