N,xi,xi_ci_lower,xi_ci_upper,location,scale,max_magnitude,mean_magnitude,max_block_max,mean_block_max
10000,-0.2361028838629345,-0.4618326572601126,-0.12673234473635656,12.198210597202,2.2505986685291592,19.608137158012557,1.91841625902904,19.608137158012557,13.061067759512959
50000,-0.2146849666263751,-2.0827697282057995,-0.08290347561083676,12.844964285869139,3.6530560100097524,24.13872445685208,2.011759637637122,24.13872445685208,14.322119923813155
100000,-0.00628807332110296,-0.22401335911473488,0.23327895423825568,13.857250569435454,3.278783712213,25.70859382124566,2.038670589865969,25.70859382124566,15.759718558879761
200000,-0.062153762788100225,-0.2338678095490969,0.07323100529641786,13.808666593167926,4.037477837822174,31.16799316522746,2.078668926569737,31.16799316522746,15.928808500435933
500000,0.07988817790780041,-0.062317887217676324,0.213630900566915,12.9016991734746,4.0801270559576945,32.73410005284625,2.1074118023380173,32.73410005284625,15.60185010838664
1000000,0.0678657568798471,-0.07157858891778246,0.19830852789075173,14.58814066864674,4.667868459121201,39.76708050370649,2.143126885398166,39.76708050370649,17.620502132017172
