t,function,GRH_label,feat_xi,feat_A_log_peak,feat_B_curvature,feat_C_roughness,q,d,norm_amplitude,norm_curvature,norm_roughness,norm_xi
57847.15000007737,F7,1,0.1706099142888822,2.0950648904974947,1.965795123793793,6.092530810242471,7,1,1.8524735507160273,0.4655251474854358,1.4427883504584382,0.1706099142888822
58745.35000007882,F7,1,0.1706099142888822,1.8975928940390463,2.099498460232108,5.358794939000821,7,1,1.6774762283375038,0.49600334357302295,1.2660072191587843,0.1706099142888822
59162.23000007949,F7,1,0.1706099142888822,1.9079510788541088,1.9384232455389645,5.028348847227616,7,1,1.686452724402395,0.4574489852527079,1.1866412987744268,0.1706099142888822
59259.79000007965,F7,1,0.1706099142888822,1.8960724728490363,2.5648724068544464,6.236828911500863,7,1,1.6759114373863806,0.6051307014487158,1.4714559071032667,0.1706099142888822
59287.69000007969,F7,1,0.1706099142888822,1.921412211787126,1.9887487407288689,5.247391332072199,7,1,1.69829680259814,0.46917162229551274,1.2379276746571004,0.1706099142888822
59568.67000008015,F7,1,0.1706099142888822,1.9020669988958567,1.7164076568265834,4.5417119201950005,7,1,1.6810779949241443,0.40462701198196954,1.0706660018920364,0.1706099142888822
59985.55000008082,F7,1,0.1706099142888822,2.0108158619268406,2.1367325372488475,6.0048103545777485,7,1,1.777005081037875,0.5031722148157566,1.414053314109098,0.1706099142888822
60220.5400000812,F7,1,0.1706099142888822,2.004800751541251,1.9346892750464304,5.5592748805890775,7,1,1.771584965199761,0.4553186937657088,1.308345381122552,0.1706099142888822
60666.22000008192,F7,1,0.1706099142888822,2.1051426840489675,2.055244851335376,6.329323074659143,7,1,1.8600476100560142,0.48314055635931563,1.4878775488389115,0.1706099142888822
61009.39000008248,F7,1,0.1706099142888822,1.9874911127946748,1.9977327070158295,5.625198108624553,7,1,1.7559447079257415,0.469212240791071,1.3212036826408664,0.1706099142888822
61364.170000083046,F7,1,0.1706099142888822,1.928805285121816,2.0180673053993514,5.414156183728826,7,1,1.7039472230654622,0.47356461008411044,1.2704991331171887,0.1706099142888822
61735.15000008365,F7,1,0.1706099142888822,1.9319582316652024,1.96031154756516,5.159179834199391,7,1,1.7065779246652688,0.45958429113930327,1.209541416978212,0.1706099142888822
62125.66000008428,F7,1,0.1706099142888822,1.902429164490328,1.975479457620195,5.179793346545081,7,1,1.6803344623396883,0.46269057054636353,1.2131948674942783,0.1706099142888822
62251.30000008448,F7,1,0.1706099142888822,1.890501298880034,2.3069831875802307,5.652657818039802,7,1,1.6697484177982687,0.5401662097569261,1.3235357609285687,0.1706099142888822
62668.36000008516,F7,1,0.1706099142888822,1.9465513346704564,1.8012777874067118,5.00231167887242,7,1,1.719081177200878,0.4213249280799042,1.1700575130993447,0.1706099142888822
63113.86000008588,F7,1,0.1706099142888822,1.8933185374565789,1.9230687546052176,4.928989891891535,7,1,1.6718913770105692,0.4493221452839576,1.1516511341594224,0.1706099142888822
63566.47000008661,F7,1,0.1706099142888822,2.017602735512364,1.9675380755527987,5.723250650650949,7,1,1.7814494654034545,0.4592073419822157,1.3357600299780743,0.1706099142888822
63640.18000008673,F7,1,0.1706099142888822,1.8995580974681123,1.8115993210785184,4.688034198069102,7,1,1.6771924101691094,0.42273717123365434,1.0939539954996869,0.1706099142888822
64389.790000087945,F7,1,0.1706099142888822,2.104999472553764,2.0274282601939766,6.177131750306683,7,1,1.8582585847658932,0.47225024185583014,1.4388434946539397,0.1706099142888822
64573.48000008824,F7,1,0.1706099142888822,1.968411007227069,1.979698775193018,5.353671241056578,7,1,1.7376064915668819,0.4609308477832763,1.246488735970733,0.1706099142888822
