class,grh,resid
F1,True,-0.27351945455412274
F10,True,-0.033133266676331985
F11,True,0.23231810954772458
F12,False,0.17415994175347116
F2,True,0.33471697899913416
F4,False,-0.18611866623332962
F5m,False,-0.17172749546151275
F5p,False,-0.20325403657124747
F6,True,0.3565715095187155
F7,True,-0.2400320292649829
F9,True,0.003490499253281376
