Function,Mean_R_comp,Std_R_comp,Median_R_comp,GEV_xi,GEV_xi_ci_lower,GEV_xi_ci_upper,GEV_loc,GEV_scale
ζ,0.8917996060045306,0.3706106965801653,0.8451765237303226,-0.09949105227982916,-1.8502609979223426,-0.02954706772934117,1.6948455213540052,0.05678329697135083
f_rand,0.9237570163907881,0.38236547672310045,0.9140534424721065,-0.21569561579455443,-1.9153984982179384,-0.13536971437581993,1.6781141872908356,0.06587796948704329
f_alt,0.9398905105574297,0.38245789892731,0.9334534121280385,-0.18243217366544234,-1.6785295766654462,-0.08615394670728357,1.71506924154348,0.07069543440836336
f_fully_rand,0.9373018371935176,0.35464435508333625,0.9658809099136505,-0.21360148087314326,-1.9828015042296971,-0.11861911926730145,1.623357094463426,0.070090140140244
