L_function,N_terms,M_total,M_0,M_1,M_2,M_3,M_4,M_geq5,frac_0,frac_1,frac_2,frac_3,frac_4,frac_geq5
zeta,10000,14049.610398243485,500.0,1965.7470077207397,6483.537674305455,4759.568118168202,337.9223951132758,2.83520293581297,0.035588175460190066,0.13991469884221858,0.4614745527118703,0.33876869060819326,0.024052082978437868,0.00020179939908991594
zeta,50000,52555.77664080964,500.0,3208.301641106254,21414.200072519492,24096.365733649378,3301.8616691086822,35.047524425834375,0.00951370205062766,0.06104565180404931,0.40745663828495937,0.4584912881857884,0.06282585626457628,0.000666863409998967
zeta,100000,98775.23293998333,500.0,4480.038022291646,37384.58076182486,48011.97243412399,8267.691144528528,130.95057721430686,0.005061997680165475,0.04535588415178687,0.3784813221806326,0.48607298616340877,0.08370206678785609,0.0013257430361503025
L(Δ),10000,2161.0199216103542,500.0,976.3038593443137,566.1920776118553,113.40989357089992,5.078208354921522,0.03588272836358729,0.23137223076935298,0.451779203690445,0.26200224808197925,0.05247980013362804,0.0023499127907795174,1.6604533815147853e-05
L(Δ),50000,2348.2228137157094,500.0,1033.094242138206,641.38920664528,159.0916051487542,14.413874724880426,0.23388505858893893,0.21292698336782837,0.4399472810263221,0.2731381378713283,0.06774979112693981,0.0061382057276211524,9.960087996030113e-05
L(Δ),100000,2428.1712241874156,500.0,1050.8612956150264,676.6089108646144,181.30852536807842,18.942435904298137,0.4500564353981997,0.20591628589426364,0.43277890996616014,0.27864958785640853,0.07466875628952117,0.007801112094406439,0.00018534789924001775
L_DH,10000,2025.6898693381709,500.0,618.47871745761,717.7694267064708,168.57113023499926,20.71694901440356,0.1536459246873944,0.246829491309723,0.30531757443190355,0.3543333249432594,0.08321665265081987,0.010227107973429397,7.584869086480315e-05
L_DH,50000,2186.0524390545756,500.0,639.0664914412771,784.0068963251387,226.64796782493028,34.94277428792376,1.3883091753059045,0.22872278407751284,0.29233813426619387,0.35864048012691135,0.10367910841285721,0.015984417237052108,0.0006350758794726446
L_DH,100000,2238.888403094056,500.0,644.8083164040538,800.8888861836557,246.56972054719455,44.39866480963434,2.222815149517187,0.22332511049189394,0.2880037770140549,0.35771719799738955,0.11013042017031527,0.019830673448608307,0.000992820877737963
