t_value,D_magnitude,M_value
3719.0,5.341571732405588,0.4806178911225308
7183.0,7.818717656761814,1.168570199296966
4130.0,6.810423171236887,0.766899610166147
2457.0,11.19308849246341,1.0927695504696768
7914.0,7.540656508890281,0.7028707018240451
4707.0,14.718339194853558,1.4811572926566816
5377.0,4.791966868799114,0.25497495647916696
6991.0,13.109974052721464,1.0087584626123411
4229.0,16.80942490915804,1.436051930586611
2864.0,5.276041965462511,0.6218391709422149
5333.0,16.91501123793908,1.9464423684490122
7567.0,10.11778745402842,1.0659930600974385
8523.0,10.102951889360053,0.49586614476949725
9542.0,47.71784284109342,1.8647313211601033
7967.0,0.1988350708001673,0.02017514283190697
2907.0,29.431131919297503,1.6331131136486638
8462.0,18.145462166132056,1.1543850201797476
8746.0,7.199793597341915,1.1938732488175103
6560.0,4.527869718500914,1.1508096870679507
4207.0,10.024394530928571,0.9340830316634529
2412.0,4.015159083964194,0.5117505751887049
4643.0,3.5895435593297615,0.3679376489477071
1803.0,3.94103907905202,0.33077882253483776
3797.0,6.050255351944911,0.597353332325121
2862.0,35.459695621957515,1.7047721448344868
5707.0,10.682185927826707,0.7693751378514366
6217.0,0.23678643713287986,0.02687200955758344
3448.0,17.455913278080867,1.5090625243478908
3003.0,5.446529401049207,0.27884508583398077
3150.0,10.70903349301913,1.0440560451587166
1385.0,7.409029200000118,0.6192909060153191
6428.0,8.652022459030086,0.7982868377852799
2456.0,8.167934841394565,1.3933657021935038
6737.0,7.544307657689938,0.9884951443325256
9987.0,10.780906797161892,1.0660781747071009
4165.0,12.870752555841687,1.1938517473484844
8204.0,6.628172939729642,0.8062044074784905
8058.0,3.358328152784365,0.22347638043718787
