c_center,observed_count,expected_GUE,z_local_detrend
0.1845,394,476.2559041338193,-1.069277234765161
0.1855,404,480.7523874718186,-0.7713324812027075
0.1865,408,485.25951607659147,-0.7489811875121952
0.1875,427,489.77710228487445,-0.010435155228429567
0.1885,445,494.3049584334044,0.6513333506940132
0.1895,391,498.84289685891787,-2.1720232374721937
0.1905,438,503.3907298981516,-0.11585436085971249
0.1915,470,507.9482698878421,1.2051908959382525
0.1925,472,512.5153291647263,1.0750000771272732
0.1935,418,517.0917200655407,-1.6586093232671826
0.1945,474,521.6772549270217,0.7345837914235773
0.1955,450,526.271746060843,-0.601465683711268
0.1965,455,530.8750052022274,-0.5310966438701947
0.1975,502,535.4868435099469,1.4564188022390614
0.1985,486,540.1070721177095,0.4928866778779532
0.1995,493,544.7355021592246,0.6042538815499205
0.2005,495,549.3719447682004,0.481078826212392
0.2015,477,554.0162110783458,-0.5601681340143457
0.2025,457,558.6681122233695,-1.6213584567997619
0.20350000000000001,459,563.3274593369799,-1.680834698164985
0.20450000000000002,487,567.9940635528861,-0.6315194688325791
0.20550000000000002,525,572.6677360047967,0.864198324926646
0.20650000000000002,504,577.34828782642,-0.2967361788727928
0.20750000000000002,517,582.0355301514653,0.021569026693130634
0.20850000000000002,524,586.7292741136409,0.1366020214574091
0.2095,506,591.4293308466554,-0.8695252342756382
0.2105,525,596.1355115098579,-0.21125150525423575
0.2115,543,600.847627852316,0.41001313689153196
0.2125,510,605.5654922128191,-1.2293855483211071
0.2135,554,610.2889169557939,0.48310747966011386
0.2145,544,615.0177144456691,-0.14582165024259142
0.2155,551,619.7516970468728,-0.049232353625371594
0.2165,554,624.4906771238334,-0.1511304749403832
0.2175,545,629.234467040978,-0.6665423920916278
0.2185,579,633.9828791627355,0.5656122576312528
0.2195,597,638.7357258535337,1.106536570924105
0.2205,614,643.4928194778006,1.6238762582916213
0.2215,535,648.2539723999644,-1.863044551531507
0.2225,549,653.0189969844532,-1.4852736461040228
0.2235,607,657.7877055956951,0.7457787847215663
0.2245,618,662.5599105981181,0.9970465942225339
0.2255,616,667.3354244311689,0.7393305208913504
0.2265,614,672.1140612597263,0.5060388576061812
0.2275,598,676.8956369741005,-0.33605287891549074
0.2285,563,681.6799675396202,-1.9997219042015593
0.2295,654,686.4668689216143,1.4692458314675143
0.2305,600,691.2561570854124,-0.9183910670057708
0.2315,651,696.0476479963432,0.9488929059802558
0.2325,688,700.8411576197356,2.2552687734299655
0.2335,658,705.6365019209184,0.8604952763221536
0.23450000000000001,678,710.433496865221,1.4677874474462937
0.23550000000000001,594,715.2319584179722,-2.0777299783910084
0.23650000000000002,591,720.0317025445011,-2.3603807851021212
0.23750000000000002,663,724.8325452101365,0.30873205255968095
0.23850000000000002,642,729.6343023802073,-0.7224716850852387
0.2395,683,734.4367900200428,0.6833718356906339
0.2405,633,739.2398242172912,-1.4493151807027278
0.2415,714,744.0432238729463,1.5042169183298284
0.2425,634,748.8468107013476,-1.7102025012221116
0.2435,715,753.6504065391539,1.188381658769827
0.2445,674,758.4538332230238,-0.6061582103510271
0.2455,703,763.2569125896163,0.3386389790638769
0.2465,695,768.0594664755896,-0.12095636468017269
0.2475,713,772.8613167176027,0.32581662985006815
0.2485,705,777.6622851523146,-0.17957937331341386
0.2495,731,782.4621936163837,0.6213622936709454
0.2505,708,787.2608639464687,-0.42836600658955465
0.2515,682,792.0581179792288,-1.5566718701776479
0.2525,716,796.8537775513222,-0.4843602922474985
0.2535,774,801.6476644994082,1.463791043315245
0.2545,714,806.439600660145,-0.9508216012712276
0.2555,764,811.2294080370249,0.7186690293706849
0.2565,745,816.0169124707141,-0.13400690651738803
0.2575,713,820.8019436390504,-1.453507287820174
0.2585,770,825.5843313867068,0.511334361867497
0.2595,756,830.3639055583551,-0.17203848466383348
0.2605,812,835.1404959986677,1.6737257052565246
0.2615,749,839.9139325523169,-0.8569706214608196
0.2625,740,844.6840450639747,-1.3699088544758775
0.2635,789,849.4506633783137,0.24046083695282663
0.2645,799,854.213617340006,0.4129679569450985
0.2655,807,858.9727367937236,0.5287821123689114
0.2665,775,863.7278515841393,-0.8100862301289856
0.2675,739,868.4787915559248,-2.2152932186598595
0.2685,819,873.2253865537532,0.40504128861751787
0.2695,885,877.9674664222956,2.516533986240567
0.2705,809,882.7048612141359,-0.33444299040407244
0.2715,824,887.4374057638059,0.029387116715101747
0.2725,849,892.1649396877872,0.7442953541209152
0.2735,826,896.8873028104714,-0.23982942991436915
0.2745,842,901.6043349562508,0.12392308937541313
0.2755,878,906.3158759495172,1.2171853122627585
0.2765,840,911.0217656146627,-0.25595058546233274
0.2775,879,915.7218437760796,0.91204205932702
0.2785,866,920.4159502581598,0.3188826146399107
0.2795,845,925.1039248852951,-0.5075187383854892
0.2805,885,929.7856074818777,0.671928779323887
0.28150000000000003,818,934.4608378722995,-1.7210162469255141
0.28250000000000003,866,939.129455880953,-0.2646615503517316
0.28350000000000003,844,943.7913013322296,-1.2226227966189274
0.28450000000000003,903,948.4462140505216,0.6103903614356122
0.28550000000000003,930,953.0940341051903,1.3300525425119354
0.28650000000000003,958,957.7346071998749,2.114000668932572
0.28750000000000003,866,962.3677846724955,-1.146796514456717
0.2885,870,966.9934181059409,-1.176220288245737
0.2895,904,971.6113590830998,-0.24809452822516329
0.2905,923,976.2214591868603,0.1942399481831285
0.2915,927,980.8235700001109,0.14460032568038061
0.2925,910,985.41754310574,-0.5621816214569303
0.2935,928,990.0032300866364,-0.1790538682167536
0.2945,1008,994.5804825256884,2.2815966287240648
0.2955,946,999.1491520057842,0.16171357719359278
0.2965,937,1003.709090109813,-0.2970562326032739
0.2975,921,1008.2601484206623,-0.9364987600807377
0.2985,985,1012.8021785212218,0.9965663081991155
0.2995,985,1017.3350319943787,0.8427927209623285
0.3005,948,1021.858560700525,-0.5002908010197693
0.3015,952,1026.3726228826097,-0.48987443433023
0.3025,933,1030.8770831661404,-1.2829567988940749
0.3035,935,1035.3718064541283,-1.371308924843519
0.3045,938,1039.8566576495828,-1.4322215547713872
0.3055,987,1044.3315016555148,-0.04303510680522867
0.3065,942,1048.7962033749347,-1.645705702535629
0.3075,1005,1053.2506277108523,0.15065550655560947
0.3085,1042,1057.6946395662787,1.186031001916703
0.3095,1003,1062.1281038442244,-0.22149052598622898
0.3105,1035,1066.5508854476986,0.6688113980331891
0.3115,1039,1070.9628492797126,0.678055633748395
0.3125,1037,1075.363860243277,0.5038264483723389
0.3135,994,1079.7537832414012,-1.0014351800039152
0.3145,1100,1084.1324831770962,2.1009894824582642
0.3155,1086,1088.4998252584658,1.5434437601937478
0.3165,1087,1092.8556817107606,1.3959126651274034
0.3175,1005,1097.1999317763787,-1.2938467250407724
0.3185,1063,1101.5324550028113,0.3981445669388977
0.3195,1056,1105.85313093755,0.04226475231385857
0.3205,1034,1110.1618391280854,-0.7271211021327815
0.3215,1069,1114.4584591219098,0.19609246929407573
0.3225,1014,1118.7428704665142,-1.650033793038128
0.3235,1071,1123.01495270939,-0.08616400118830277
0.3245,1065,1127.274585398028,-0.4184932179382
0.3255,1078,1131.52164807992,-0.1442055837027984
0.3265,1067,1135.756020302557,-0.6313571694370725
0.3275,1135,1139.977581613431,1.2776508640644628
0.3285,1127,1144.186211560033,0.82425590523351
0.3295,1122,1148.3817896898536,0.5108139202239178
0.3305,1123,1152.5641958777996,0.35351277626076594
0.3315,1167,1156.73331752929,1.5344506073014057
0.3325,1142,1160.8890495802632,0.593538073461723
0.3335,1079,1165.0312872940706,-1.3680190008635573
0.3345,1131,1169.1599259340621,0.04083760321304836
0.3355,1090,1173.2748607635892,-1.3203110365833417
0.3365,1117,1177.3759870460026,-0.6357552836153498
0.3375,1138,1181.4632000446538,-0.13457995780346269
0.3385,1130,1185.5363950228934,-0.5088531288757905
0.3395,1197,1189.595467244072,1.3340719947033985
0.3405,1099,1193.640311971541,-1.6657817050239994
0.3415,1210,1197.6708244686515,1.5068879419460681
0.3425,1178,1201.6868999987544,0.4467915205615276
0.3435,1075,1205.6884338251996,-2.7151463350403473
0.34450000000000003,1159,1209.6753212113392,-0.37802528775396815
0.34550000000000003,1162,1213.6474577647564,-0.433815509338054
0.34650000000000003,1199,1217.6047470103786,0.513431488123787
0.34750000000000003,1208,1221.5471003904784,0.6796463137283594
0.34850000000000003,1222,1225.4744296915587,0.9403089679988073
0.34950000000000003,1236,1229.3866467001253,1.2426278652368223
0.35050000000000003,1189,1233.2836632026817,-0.24760593807714948
0.35150000000000003,1207,1237.1653909857325,0.11362723795133968
0.3525,1204,1241.0317418357818,-0.08353251221257325
0.3535,1285,1244.882627539335,2.139829797642546
0.3545,1208,1248.717959882895,-0.19184573153310422
0.3555,1254,1252.537650652967,1.057188279741852
0.3565,1218,1256.3416116360556,-0.08585457105482137
0.3575,1267,1260.1297546186638,1.2136785200676548
0.3585,1146,1263.9019913872978,-2.371349076440801
0.3595,1284,1267.6582337284606,1.4057026889870368
0.3605,1250,1271.3983937840735,0.30243507181550466
0.3615,1238,1275.122391870634,-0.1994953407205777
0.3625,1248,1278.830156479217,-0.06543382856804826
0.3635,1276,1282.521616456315,0.5939015632105538
0.3645,1223,1286.1967006484183,-1.0439897101472304
0.3655,1299,1289.8553379020188,0.9687991537791216
0.3665,1243,1293.4974570636082,-0.7766857751173933
0.3675,1294,1297.1229869796764,0.5691914200187596
0.3685,1261,1300.731856496717,-0.44664805660633156
0.3695,1275,1304.3239944612199,-0.21625030948920304
0.3705,1308,1307.8993297196764,0.5919822845407491
0.3715,1262,1311.4577911185793,-0.798479561698091
0.3725,1235,1314.9993075044183,-1.6827419465919549
0.3735,1267,1318.5238077236866,-0.8706631107397633
0.3745,1250,1322.0312206228741,-1.4192709802372343
0.3755,1294,1325.521475409405,-0.28774090427105636
0.3765,1358,1328.994509592143,1.388028781593667
0.3775,1263,1332.4502689813905,-1.3379088861442114
0.3785,1321,1335.8886997483844,0.14107881394523553
0.3795,1338,1339.309748064359,0.5236997763857196
0.3805,1246,1342.71336010055,-2.1221844899151936
0.3815,1321,1346.0994820281937,-0.14859346957392625
0.3825,1347,1349.468060018524,0.428830942194143
0.3835,1377,1352.8190402427779,1.206232121806397
0.3845,1358,1356.1523688721902,0.5289491608780899
0.3855,1373,1359.4679920779965,0.8408103057186418
0.3865,1380,1362.765856031432,0.9072586786360772
0.3875,1386,1366.0459069037327,0.9868266186191073
0.3885,1375,1369.3080908661336,0.5964878084004411
0.3895,1390,1372.5523540898703,0.9055255290996131
0.3905,1426,1375.7786431070224,1.7635449290518896
0.3915,1412,1378.9869127490788,1.2883292661566872
0.3925,1363,1382.1771261469369,-0.19070528011939206
0.3935,1345,1385.3492467923397,-0.7483200546282465
0.3945,1370,1388.5032381770288,-0.17387828465020871
0.3955,1364,1391.6390637927457,-0.47633201375904105
0.3965,1362,1394.7566871312329,-0.6295137496344246
0.3975,1448,1397.8560716842328,1.5916703688818261
0.3985,1351,1400.937180943487,-1.1159989941266137
0.3995,1366,1403.9999784007377,-0.834067725984728
0.4005,1399,1407.0444275477266,-0.09842544782928643
0.4015,1363,1410.0704918761962,-1.1632425905534862
0.4025,1393,1413.078134877888,-0.42884699942485993
0.4035,1430,1416.0673200445449,0.42864227815002065
0.4045,1443,1419.0380108679083,0.6539195245514008
0.4055,1423,1421.9901711950315,0.012996972453148735
0.40650000000000003,1418,1424.923773045109,-0.25893995391831837
0.40750000000000003,1470,1427.8387966094822,0.9674469378848009
0.40850000000000003,1349,1430.7352224348012,-2.2812884034004512
0.40950000000000003,1436,1433.613031067716,-0.028448035272536427
0.41050000000000003,1465,1436.4722030548774,0.6442171122914176
0.41150000000000003,1480,1439.3127189429351,0.9562507278300408
0.41250000000000003,1393,1442.13455927854,-1.3968089722067185
0.41350000000000003,1417,1444.9377046083425,-0.8426887131612831
0.41450000000000004,1459,1447.7221354789936,0.18679736067464284
0.41550000000000004,1442,1450.4878324371416,-0.35871649954428075
0.4165,1476,1453.2347760294392,0.46572143623792656
0.4175,1531,1455.962946802535,1.8355590815570024
0.4185,1430,1458.672325303081,-0.8972139051320652
0.4195,1451,1461.3628920777262,-0.460483012456094
0.4205,1543,1464.0346280177027,1.8563231416863888
0.4215,1498,1466.687521939614,0.6287230117823273
