N,bins,ratio_min,mean_zero_ratio_min,two_log_N,rho,rho_log_N
1500,4,2.978585191546335,13.27982122694341,14.626440774180603,0.004260131573203154,0.031155281072836383
2000,4,2.8289520109260717,13.561683947463171,15.201804919084164,0.004013532144643274,0.03050646634967027
3000,4,2.588944574619888,13.96507304746073,16.012735135300492,0.003869294272718528,0.03097899217478847
