bootstrap_sample,xi_estimate
599,-0.1695581461396904
600,-0.059807565725886455
601,-0.18318633552752178
602,-0.21815442671205945
603,-0.14279616954991237
604,-0.08152387876398617
605,-0.1854806894466074
606,-0.13944955283563495
607,-0.2428234044053852
608,-0.1269260181800407
609,-0.025764642641345502
610,-0.04208228383847275
611,-0.1881771047488614
612,-0.10640095910227311
613,-0.12864991604077242
614,-0.08105789106711073
615,-0.1818622839110131
616,-0.15609587387994328
617,-0.2191424941339961
618,-0.07917661294524059
619,-0.10914677891777763
620,-0.12763695973727687
621,-0.11171750011410989
622,-0.2093971867429434
623,-0.17396376873559083
624,-0.1751194653629226
625,-0.051630959046147035
626,-0.22822172169990065
627,-0.04974210589839296
628,-0.11846815675078468
629,0.017164507197737634
630,-0.13938724068857294
631,-0.10017633955038971
632,-0.11101125810765723
633,-0.26019047547811747
634,-0.13075222640826842
635,-0.10076720195316174
636,-0.22681205244693442
637,-0.24556529945852482
638,-0.17884665794531351
639,-0.14039514035597972
640,-0.040075166176670146
641,-0.0605300344429851
642,0.003550322136990496
643,-0.12115283833937537
644,-0.11960254004985404
645,-0.14811837758364788
646,-0.11723353530763239
647,-0.1818114106231244
648,-0.07829681206530044
649,-0.1405860756455375
650,-0.17155955829194539
651,-0.07015125844323516
652,-0.16289910091912718
653,-0.10444672684885822
654,-0.07298730217314414
655,-0.1782738360269181
656,-0.14009000341461308
657,-0.039746492149935725
658,-0.10822199971313391
659,-0.1631817947015738
660,-0.2010312434018256
661,-0.1727650137929383
662,-0.006782476739664945
663,-0.18650781520657975
664,-0.09620375642019685
665,-0.1584082374022059
666,-0.19302226012188306
667,-0.12307506234795268
668,-0.0016789957227741376
669,-0.053426959956642754
670,-0.19867888313074952
671,-0.13033015564208317
672,-0.2033080894311721
673,-0.12717868173022356
674,-0.17486880374354102
675,-0.12611992882354933
676,-0.021490990114268416
677,-0.0892678841963753
678,-0.19171819576524032
679,-0.19428213632125912
680,-0.1770412055669623
681,-0.17601244409286262
682,-0.0680905467942155
683,-0.11696765950420121
684,-0.1911941636119162
685,-0.09500592070305296
686,-0.1384346349011857
687,-0.11908704372593207
688,-0.17254872705875396
689,-0.15873597121209027
690,-0.1461343370219529
691,-0.10825933970340085
692,-0.14099138550834145
693,-0.13772474798212672
694,-0.18222039938163348
695,-0.15452631601560823
