t,R_comp
1000.0,0.15665319023756272
1001.0001111234582,0.10243319112843283
1002.0002222469163,0.19689805233168897
1003.0003333703745,1.0857089145817487
1004.0004444938327,0.29375227539641213
1005.0005556172908,0.18885830070117884
1006.000666740749,0.18983830551826808
1007.0007778642072,0.2359094891121256
1008.0008889876653,0.8624072217661511
1009.0010001111234,0.22564793598902586
1010.0011112345816,0.3063372022533935
1011.0012223580397,0.1295149816062096
1012.0013334814979,0.35478440887347384
1013.0014446049561,0.12210228645652349
1014.0015557284142,0.16534011550982006
1015.0016668518724,0.18021170588042132
1016.0017779753306,0.11074267970719065
1017.0018890987888,0.10856134570852649
1018.0020002222469,0.5178152665027391
1019.0021113457051,0.1320182729578737
1020.0022224691633,0.37203519839546084
1021.0023335926214,0.5316251322449329
1022.0024447160796,0.35978718319415864
1023.0025558395378,0.30553843626133237
1024.0026669629958,0.4966427497908981
1025.002778086454,0.22732632715094486
1026.0028892099122,0.09758767915109397
1027.0030003333704,0.3940157970453588
1028.0031114568285,0.1904345742734891
1029.0032225802868,0.15259305987980826
1030.0033337037448,0.1742084251159003
1031.003444827203,0.13554514681929214
1032.0035559506612,0.28468323333218637
1033.0036670741194,0.1539939381618684
1034.0037781975775,0.33545849194565447
1035.0038893210358,0.05141876095272488
1036.0040004444938,0.16018806218005688
1037.004111567952,1.2598724106093233
1038.0042226914102,0.29514923108773683
1039.0043338148682,0.5785325054064788
1040.0044449383265,0.18001800976034144
1041.0045560617846,0.1408790268332075
1042.0046671852429,0.17277425250327588
1043.004778308701,0.3402209422416334
1044.0048894321592,0.1522081352214391
1045.0050005556172,1.0391786551517233
1046.0051116790755,0.2053700159686547
1047.0052228025336,0.15902933726556642
1048.0053339259919,0.7880312408610654
1049.00544504945,0.11073020702191298
1050.0055561729082,0.4037943478824299
1051.0056672963663,0.19058315809495904
1052.0057784198245,0.19550809608441183
1053.0058895432826,0.3365236590878463
1054.0060006667406,1.0174091978318542
1055.006111790199,0.21420662072838167
1056.006222913657,0.03491034788591337
1057.0063340371153,0.7896414447135163
1058.0064451605733,0.14149327183243465
1059.0065562840316,0.18550262850953492
1060.0066674074897,0.10138502910652561
1061.006778530948,0.3390113032916307
1062.006889654406,0.1091611222714765
1063.0070007778643,0.1931109447689934
1064.0071119013223,0.048038827863432956
1065.0072230247806,0.1667518405806413
1066.0073341482387,0.17724264228351988
1067.007445271697,0.8256363261055131
1068.007556395155,0.18791369121659499
1069.0076675186133,0.24825694518115202
1070.0077786420713,0.276021549556826
1071.0078897655294,0.6069950603149638
1072.0080008889877,0.09837048862971833
1073.0081120124457,0.3725846606412894
1074.008223135904,0.21050379280276763
1075.008334259362,0.4062135811557605
1076.0084453828204,0.19933176270894337
1077.0085565062784,0.6405190701624082
1078.0086676297367,0.1666309287248893
1079.0087787531947,0.17261997544515664
1080.008889876653,0.06733549790787068
1081.009001000111,0.35850436402191255
1082.0091121235694,0.22487936422439667
1083.0092232470274,0.40984596769802345
1084.0093343704857,0.36556659628145455
1085.0094454939438,0.5378027353189383
1086.009556617402,0.15545743295692027
1087.00966774086,0.17456316569283095
1088.0097788643184,0.13740160045394012
1089.0098899877764,0.17300083133125252
1090.0100011112345,0.44182805002443704
1091.0101122346928,0.17576326807154868
1092.0102233581508,0.02288303413243181
1093.010334481609,0.20480595925230774
1094.0104456050672,0.06927012676361598
1095.0105567285254,0.10379500712833799
1096.0106678519835,0.36321259464503997
1097.0107789754418,0.2694410547112769
