bootstrap_sample,xi_estimate
1,0.39037781705433755
2,0.1632245301547569
3,0.16982769614750498
4,0.35585981959646273
5,0.15691884087807195
6,0.15785571294043693
7,0.1569740643641549
8,0.1335696697638048
9,0.2027322203988641
10,0.37548469892470204
11,0.13223583331269412
12,0.28048180900193787
13,0.13165651624507652
14,0.12436079363839261
15,0.24777237687628786
16,0.341817236186608
17,0.3202071591503849
18,0.204444033023223
19,0.19687192635124545
20,0.3771546676414821
21,0.2130736508680269
22,0.3662472200507858
23,0.27908095802260297
24,0.1293288868904777
25,0.27075558911965847
26,0.22434457223659365
27,0.049688873255430324
28,0.1723889206550382
29,0.20693129467921523
30,0.21090193064167137
31,0.14775699157560718
32,0.31145864116701716
33,0.2372985871387412
34,0.2009967921451889
35,0.23376261226539607
36,0.19587589493237284
37,0.18412139381678616
38,0.1902380285293433
39,0.1720638291472037
40,0.15184175265604544
41,0.3461770126838871
42,0.25031835700649363
43,0.23948122087954804
44,0.2300873799054326
45,0.18771466980349316
46,0.21812389429798187
47,0.17562753393411862
48,0.24700689589807273
49,0.21988429412685737
50,0.07707102518718734
51,0.2289609615025751
52,0.22261537404751328
53,0.1889003407766663
54,0.28253660021362953
55,0.16833761795324115
56,0.26595310038089925
57,0.26416127319379823
58,0.26310858018254657
59,-0.004087399262710904
60,0.15456130104429416
61,0.0284611203934141
62,0.3087033156825924
63,0.03384202768073209
64,0.3160623983010836
65,0.2847658916962261
66,0.3035432119610556
67,0.17976159414759751
68,0.2569207501201154
69,0.22335609300538395
70,0.29994443368829415
71,0.14611394437650208
72,0.21530323722501737
73,0.07973904437183535
74,0.176205256433848
75,0.23870390390982338
76,0.23240270269877958
77,0.10984030255196797
78,0.1491010197367798
79,0.1977809087937225
80,0.08855390036082716
81,0.24674671522471264
82,0.1381192740927984
83,0.23666309879565492
84,0.23101325685733773
85,0.09318005573633098
86,0.26663778601836896
87,0.2726506192031426
88,0.2420648560472784
89,0.1575440790785522
90,0.22198311727468248
91,0.24718495977087945
92,0.25709287430445255
93,0.29672411243887775
94,0.2366659690374751
95,0.08681511513149992
96,0.02989403033660571
97,0.13829207913821762
98,0.10593334100490889
99,0.20639388838787975
100,0.27333598801043224
101,0.1813331097925569
102,-0.1357464438203646
103,0.10461118561110788
104,0.2013282748748178
105,0.27599704506260025
106,0.1774221902463342
107,0.20125640644710566
108,0.23748941879961277
109,0.237393436151893
110,0.02490592765279729
111,0.11114490509907793
112,0.07817177131773795
113,0.20419975837932447
114,0.12169650701201895
115,0.2550842761753795
116,0.18316335319717414
117,0.22710069620800571
118,0.2560339132851124
119,0.21172294984339526
120,0.3002039645412823
121,0.2084892446533117
122,0.290843534016756
123,0.2372718361411364
124,0.28711242848804497
125,0.2600795513124382
126,0.24448176110220132
127,0.37352709738610557
128,0.12908141959225333
129,0.36177344960319885
130,0.18764033526761165
131,0.23348883016702093
132,0.31184005770909956
133,0.14916143508590302
134,0.16012504190263838
135,0.14625429262111145
136,0.12649848568836114
137,-0.08045715242407686
138,0.2628527854095234
139,0.2425857698381937
140,0.21218845864204378
141,0.02503305883836631
142,0.2481465669796007
143,0.13334791244966648
144,0.21056515639881418
