alpha,xi,xi_ci_lower,xi_ci_upper,C_11,C_22,C_33,C_44,C_55,C_66,mean_offdiag_real,sum_negative_real_offdiag,count_negative_offdiag,trace
0.5,-0.18743517654260955,-0.3547450224371389,-0.05491126072330393,3.46449283271963,4.554206195397265,2.889794795580702,0.698941654472647,0.045155031735494726,0.00037646345426497644,0.008172400149380806,-0.33841589633035163,18,11.652966973360005
0.6,-0.16337603835581346,-0.2955925708229456,-0.03118992676974724,3.435090481451529,4.401180914071974,2.7091101971939353,0.7376508574234327,0.049214096828546335,0.00038371301138763003,0.019964520531322198,-0.18438330556781893,10,11.332630259980805
0.7,-0.15861044145987166,-0.3159079212256606,-0.06535653390219315,3.4980147563246082,4.593675787846289,2.8447322260067454,0.621207146319633,0.04272614040006218,0.0003934877936371393,0.01757310734321075,-0.10391258966909965,12,11.600749544690974
0.8,-0.27242286107800384,-0.41245406294405595,-0.1787476134912287,3.5893470899554476,4.525987159920205,2.6038563908336183,0.6910717701545367,0.04721005980405673,0.0003791665065060036,0.012559102550167645,-0.2395395927198804,10,11.457851637174368
0.85,-0.26464617966818726,-0.414745185000037,-0.07621841698016299,3.440002325688132,4.1912060069968655,2.2345880500167987,0.5417716636832138,0.041646514543577255,0.000379529087474297,-0.0297386751983484,-0.9111780952024754,22,10.449594090016062
0.9,-0.17681144816053368,-0.4041754022566269,-0.05898467823255471,3.4121785228326407,4.222057319887351,2.4227015464918957,0.5694313727176628,0.04566382252129814,0.0003889899615610796,-0.01272359185149314,-0.47296513340089935,14,10.67242157441241
0.95,-0.26340671239719204,-0.425367792205881,-0.11513801477777567,3.4440658724869846,4.181746158320426,2.139568824349686,0.4767056662133457,0.038818021627056394,0.00036732128304971424,-0.0643978780262286,-2.057143881160605,20,10.281271864280548
0.99,-0.4359116224977888,-0.5436007581992691,-0.3361892194418811,3.4422088510075692,3.8556061592889685,1.9315950557286807,0.4140681646493097,0.033672680344384774,0.0003784935770631615,-0.0844387597044883,-2.5935119066727244,18,9.677529404595976
1.0,-0.37333519548542243,-0.49257803178362203,-0.2538692146087329,3.354707929776883,3.703678257761054,1.8217432218758118,0.41888032368832834,0.037101105539117045,0.0004141926819264184,-0.0997130370965332,-3.127514096977355,20,9.33652503132312
