N,Average_M4,Type_1_percent,Type_2_percent,Type_3_percent,Type_4_percent,Type_5_percent,Type_1_absolute,Type_2_absolute,Type_3_absolute,Type_4_absolute,Type_5_absolute
10000,5922.142402490694,0.024688649010324658,0.02051232196331644,24.988699757256583,14.993219854353947,59.97287941741579,1.4620969516425355,1.2147689167249744,1479.8663841555813,887.9198304933485,3551.679321973394
100000,5743.481156074148,0.02545767816782213,0.015177829494016843,24.989841123084545,14.993904673850732,59.97561869540293,1.4621569483428665,0.8717357768899217,1435.2868158372291,861.1720895023377,3444.688358009351
1000000,9395.38247909124,0.01556256971511067,0.006443172752367659,24.994498564383136,14.996699138629875,59.9867965545195,1.4621629483098675,0.6053607238735319,2348.3287388547647,1408.9972433128582,5635.988973251433
