class,t,logS_0,logS_1,logS_2,logS_3,logS_4,logS_5,logS_6,logS_7
F1,98696.00000032267,0.0,0.5328218792778073,0.7006302199747279,0.7888255091421739,0.608805879827001,0.4594677500355529,-0.27023736368614504,-2.1572093975193454
F1,66960.90000020721,0.0,0.6181462058737719,0.794045752817491,0.7136367954801476,0.4262437806626661,0.014349619707616446,-0.9906576823108165,-2.4780390831378174
F1,48378.40000013962,0.0,0.6274813825438273,0.7828512220028923,0.6029797707831851,0.5226590553531248,0.21468173872227617,-0.6373519212985159,-2.6254053999592166
F1,98805.30000032308,0.0,0.6117616486175999,0.7686621681029869,0.7012493970505584,0.5207153585867046,0.049070667792169245,-1.032406697708976,-3.015103231003356
F1,82053.40000026213,0.0,0.6156002658667343,0.8204266295310084,0.7851676322774895,0.5128793593863424,-0.2921963867633751,-0.9943086702336068,-2.3934701156020415
F1,61721.400000188165,0.0,0.5977706097801997,0.7493268459061426,0.8358165803375226,0.6153230938207462,0.34185444487829,-0.5665117072782777,-2.4756800605358578
F1,76986.7000002437,0.0,0.6130521225693147,0.6941198299052648,0.6500905590273092,0.5948768093503065,0.3100196555593545,-0.5699661067841463,-2.2133178943957863
F1,69236.5000002155,0.0,0.6563150235686193,0.8660354643682822,0.6602443678634262,0.40618743257238754,-0.00494416592356103,-0.7152979520526362,-2.608038329417623
F1,59999.700000181896,0.0,0.5907360409650233,0.8090021144362629,0.6855680110305685,0.5182212806144804,0.019995587578443753,-1.0028975868889576,-2.330958975395061
F1,45930.80000013072,0.0,0.6483698780734921,0.7977425409353833,0.5799526557383643,0.4698198950773642,0.24574692512423582,-0.5237312429590507,-2.525475109669635
F1,41979.00000011634,0.0,0.6285786881695145,0.8105816552355459,0.7635087281589732,0.26194034993147036,0.0415874332511792,-0.8131689739860626,-3.2350557275209204
F1,99531.30000032572,0.0,0.5439858726294274,0.766308957957867,0.7332636524128041,0.6429323808058438,0.14866857561818742,-0.7797113691887676,-2.7905277521699716
