sigma,lambda_min,trace_residual,tr_Mz,tr_Ma,|λ_min|/tr_Mz
0.25,-2.601977541183355,-0.164078612309023,11.798048196283183,11.962126808592206,0.22054305067198088
0.5,-1.1935686074079905,-0.022593486685956066,12.085252715120674,12.10784620180663,0.09876240369509497
1.0,-0.006774645593885681,-0.0024673544884254994,13.416315633422974,13.4187829879114,0.0005049557403828931
2.0,-7.347374062404388e-12,1.737276988933445e-12,13.46547188369664,13.465471883694903,5.456454943328234e-13
4.0,-3.556076999856157e-12,8.396838779844984e-12,13.223890955703926,13.223890955695529,2.689130613499423e-13
