N,t_peak,M_peak,M_at_t85.7
10000,84.0931290615255,4.153125177378411,0.596589285543654
100000,84.19999999999999,4.218368727269872,0.36963112537939397
1000000,84.2,4.217972789920982,0.4078939353502756
