N,t_eval,M_at_t,M_fit,alpha,C,alpha_theory
10000,85.45750541536734,0.596589285543654,0.5418692561552462,-0.08256410059479005,1.15918009150455,0.3085
100000,85.6999999999999,0.36963112537939397,0.44805405350795346,-0.08256410059479005,1.15918009150455,0.3085
1000000,85.60000000000002,0.4078939353502756,0.37048131552861574,-0.08256410059479005,1.15918009150455,0.3085
