N,All Equal (%),Three Equal (%),Two Pairs Equal (%),One Pair Equal (%),All Distinct (%)
10⁴,3.388778754027703,20.916224687451322,18.69706489679882,45.66043953271852,11.337492129003627
10⁵,15.342645027116802,9.498324233161776,85.51880109685945,-44.088884838200165,33.72911448106215
10⁶,62.11983980666525,-161.04119596407912,405.7033910939081,-427.7335727564919,220.9515378199977
