N,All Equal (%),Three Equal (%),Two Pairs Equal (%),One Pair Equal (%),All Distinct (%)
10⁴,2.0181195849252327,18.611220718719807,13.10954226586815,50.69437052366273,12.664645593953976
10⁵,2.912059151926573,17.884442098994132,16.672771951826025,49.16525077874668,17.058395615262008
10⁶,1.790883723694157,17.20655361385686,15.761831151157182,51.77319186208718,11.185783569420423
