t_zeta,R_comp_zeta,t_frand,R_comp_frand
1549.3399999999951,0.000198666426626927,1961.2399999999952,0.004311590881164078
1549.3499999999951,0.00020554775273307405,1961.2499999999952,0.00433152861262668
1549.3599999999951,0.00021332933864273528,1961.2599999999952,0.004351717325941679
1549.3699999999951,0.00022185664299844495,1961.2699999999952,0.004372169659502589
1549.379999999995,0.0002309868755199333,1961.2799999999952,0.004392898570610547
1549.389999999995,0.00024059138898757643,1961.2899999999952,0.004413917273896463
1549.399999999995,0.00025055633258687496,1961.2999999999952,0.004435239162783361
1549.409999999995,0.00026078219726620477,1961.3099999999952,0.0044568777142604665
1549.419999999995,0.0002711827469041257,1961.3199999999952,0.004478846377260888
1549.429999999995,0.0002816836776378384,1961.3299999999952,0.004501158445350461
1549.439999999995,0.0002922212201564352,1961.3399999999951,0.004523826914532279
1549.449999999995,0.0003027408065882769,1961.3499999999951,0.004546864327401901
1549.459999999995,0.00031319586163989886,1961.3599999999951,0.004570282604935855
1549.469999999995,0.0003235467397648518,1961.3699999999951,0.00459409286756788
1549.479999999995,0.0003337598083237818,1961.379999999995,0.004618305247326109
1549.489999999995,0.00034380666572853653,1961.389999999995,0.004642928693023909
1549.499999999995,0.00035366347875041967,1961.399999999995,0.004667970770697958
1549.509999999995,0.0003633104220040383,1961.409999999995,0.004693437461508573
1549.519999999995,0.0003727312034181317,1961.419999999995,0.004719332959544661
1549.529999999995,0.0003819126610380529,1961.429999999995,0.004745659471979402
1549.539999999995,0.00039084441854963,1961.439999999995,0.004772417024023562
1549.549999999995,0.00039951858876586784,1961.449999999995,0.00479960327118458
1549.559999999995,0.000407929516142696,1961.459999999995,0.004827213321277889
1549.569999999995,0.0004160735509645302,1961.469999999995,0.004855239568446052
1549.579999999995,0.00042394884920006373,1961.479999999995,0.00488367154151087
1549.589999999995,0.00043155519315500054,1961.489999999995,0.004912495768670253
1549.599999999995,0.00043889382904670736,1961.499999999995,0.00494169566040079
1549.609999999995,0.0004459673183668075,1961.509999999995,0.004971251412255431
1549.619999999995,0.0004527794006511105,1961.519999999995,0.0050011399289733695
1549.6299999999949,0.0004593348657175777,1961.529999999995,0.005031334771034524
1549.6399999999949,0.0004656394339633659,1961.539999999995,0.00506180612457796
1549.6499999999949,0.00047169964364965507,1961.549999999995,0.005092520795273671
1549.6599999999949,0.0004775227444444479,1961.559999999995,0.005123442226485897
1549.6699999999948,0.00048311659667363207,1961.569999999995,0.0051545305417414495
1549.6799999999948,0.0004884895760404356,1961.579999999995,0.005185742611325371
1549.6899999999948,0.000493650483625245,1961.589999999995,0.005217032142478273
1549.6999999999948,0.0004986084611726948,1961.599999999995,0.00524834979248189
1549.7099999999948,0.0005033729117624321,1961.609999999995,0.005279643303688747
1549.7199999999948,0.0005079534259810743,1961.619999999995,0.005310857659331146
1549.7299999999948,0.0005123597137882107,1961.6299999999949,0.005341935258813732
1549.7399999999948,0.0005166015423201676,1961.6399999999949,0.005372816110995267
1549.7499999999948,0.0005206886797375532,1961.6499999999949,0.005403438043869087
1549.7599999999948,0.0005246308453708485,1961.6599999999949,0.005433736929003832
1549.7699999999948,0.0005284376662294045,1961.6699999999948,0.005463646918919181
1549.7799999999947,0.0005321186399723786,1961.6799999999948,0.005493100695684061
1549.7899999999947,0.0005356831043017867,1961.6899999999948,0.0055220297288559855
1549.7999999999947,0.0005391402127145929,1961.6999999999948,0.0055503645410252345
1549.8099999999947,0.0005424989164085397,1961.7099999999948,0.005578034979101137
1549.8199999999947,0.0005457679520782702,1961.7199999999948,0.005604970489667771
1549.8299999999947,0.0005489558351956565,1961.7299999999948,0.005631100396668463
1549.8399999999947,0.0005520708583359244,1961.7399999999948,0.00565635417981204
1549.8499999999947,0.0005551210939344632,1961.7499999999948,0.005680661752134827
1549.8599999999947,0.0005581144008227189,1961.7599999999948,0.005703953735286382
1549.8699999999947,0.0005610584338103798,1961.7699999999948,0.005726161731113932
1549.8799999999947,0.0005639606554696077,1961.7799999999947,0.005747218588282393
1549.8899999999946,0.0005668283492748654,1961.7899999999947,0.005767058662763199
1549.8999999999946,0.000569668633166288,1961.7999999999947,0.005785618071024054
1549.9099999999946,0.000572488472578871,1961.8099999999947,0.005802834935000648
1549.9199999999946,0.000575294692060071,1961.8199999999947,0.005818649617876806
1549.9299999999946,0.0005780939844449326,1961.8299999999947,0.00583300494988822
1549.9399999999946,0.0005808929167827355,1961.8399999999947,0.005845846443385193
1549.9499999999946,0.0005836979321497954,1961.8499999999947,0.005857122496551685
1549.9599999999946,0.0005865153465339115,1961.8599999999947,0.005866784585133565
1549.9699999999946,0.0005893513402048556,1961.8699999999947,0.00587478744177295
1549.9799999999946,0.0005922119429827263,1961.8799999999947,0.005881089222431921
1549.9899999999946,0.0005951030129462948,1961.8899999999946,0.005885651659603564
1549.9999999999945,0.0005980302083968398,1961.8999999999946,0.005888440202002608
1550.0099999999945,0.0006009989528812169,1961.9099999999946,0.005889424140462624
1550.0199999999945,0.0006040143933887115,1961.9199999999946,0.005888576719902866
1550.0299999999945,0.000607081351943918,1961.9299999999946,0.005885875237170355
1550.0399999999945,0.0006102042709974818,1961.9399999999946,0.005881301124752873
1550.0499999999945,0.0006133871532183246,1961.9499999999946,0.005874840020207462
1550.0599999999945,0.000616633496445942,1961.9599999999946,0.00586648182138817
1550.0699999999945,0.0006199462247222262,1961.9699999999946,0.005856220727477495
1550.0799999999945,0.0006233276164504848,1961.9799999999946,0.005844055265856173
1550.0899999999945,0.000626779230870937,1961.9899999999946,0.005829988304963398
1550.0999999999945,0.0006303018341241144,1961.9999999999945,0.005814027053241693
1550.1099999999944,0.0006338953262403537,1962.0099999999945,0.005796183044328719
1550.1199999999944,0.0006375586704202435,1962.0199999999945,0.005776472108698863
1550.1299999999944,0.0006412898260044225,1962.0299999999945,0.005754914331928199
1550.1399999999944,0.0006450856864576263,1962.0399999999945,0.005731533999844191
1550.1499999999944,0.0006489420236380977,1962.0499999999945,0.0057063595308124325
1550.1599999999944,0.0006528534395744574,1962.0599999999945,0.005679423395391665
1550.1699999999944,0.0006568133267469457,1962.0699999999945,0.00565076202372685
1550.1799999999944,0.0006608138378427882,1962.0799999999945,0.005620415700886316
1550.1899999999944,0.0006648458656648775,1962.0899999999945,0.005588428450563054
1550.1999999999944,0.0006688990338270728,1962.0999999999945,0.0055548479074370855
1550.2099999999944,0.0006729616984987196,1962.1099999999944,0.005519725178555186
1550.2199999999943,0.0006770209614903758,1962.1199999999944,0.005483114694122876
1550.2299999999943,0.000681062694560652,1962.1299999999944,0.005445074048075559
1550.2399999999943,0.0006850715748088531,1962.1399999999944,0.00540566382885833
1550.2499999999943,0.0006890311307828922,1962.1499999999944,0.005364947440802707
1550.2599999999943,0.0006929237987722481,1962.1599999999944,0.005322990916567788
1550.2699999999943,0.0006967309886571632,1962.1699999999944,0.005279862721081075
1550.2799999999943,0.0007004331585542217,1962.1799999999944,0.005235633547450011
1550.2899999999943,0.0007040098974536728,1962.1899999999944,0.0051903761053498955
1550.2999999999943,0.0007074400148839998,1962.1999999999944,0.005144164902378656
1550.3099999999943,0.0007107016367591613,1962.2099999999944,0.005097076018923748
1550.3199999999943,0.0007137723063568614,1962.2199999999943,0.005049186877125123
1550.3299999999942,0.000716629089550619,1962.2299999999943,0.0050005760044708174
1550.3399999999942,0.0007192486832657358,1962.2399999999943,0.004951322792721556
1550.3499999999942,0.0007216075263276822,1962.2499999999943,0.004901507252744921
1550.3599999999942,0.0007236819117440503,1962.2599999999943,0.004851209766020733
1550.3699999999942,0.0007254480996587479,1962.2699999999943,0.004800510833513507
1550.3799999999942,0.0007268824301314221,1962.2799999999943,0.004749490822731322
1550.3899999999942,0.0007279614350824636,1962.2899999999943,0.0046982297137751336
1550.3999999999942,0.0007286619486815915,1962.2999999999943,0.004646806845301984
1550.4099999999942,0.0007289612156395893,1962.3099999999943,0.004595300661328416
1550.4199999999942,0.0007288369968055093,1962.3199999999943,0.0045437884598676336
1550.4299999999942,0.0007282676716067474,1962.3299999999942,0.0044923461445230805
1550.4399999999941,0.0007272323368933103,1962.3399999999942,0.0044410479800725
1550.4499999999941,0.0007257109018089893,1962.3499999999942,0.00438996635332527
1550.4599999999941,0.0007236841783634695,1962.3599999999942,0.004339171540428218
1550.4699999999941,0.0007211339673708024,1962.3699999999942,0.004288731481927278
1550.479999999994,0.0007180431395756409,1962.3799999999942,0.004238711566938749
1550.489999999994,0.000714395711693215,1962.3899999999942,0.004189174427797387
1550.499999999994,0.0007101769172133328,1962.3999999999942,0.004140179746538427
1550.509999999994,0.000705373271824488,1962.4099999999942,0.0040917840746633434
1550.519999999994,0.0006999726333143277,1962.4199999999942,0.004044040667556908
1550.529999999994,0.0006939642558961451,1962.4299999999942,0.003996999334894237
1550.539999999994,0.0006873388388447872,1962.4399999999941,0.003950706308393251
1550.549999999994,0.0006800885694502831,1962.4499999999941,0.0039052041280732705
1550.559999999994,0.00067220716021097,1962.4599999999941,0.003860531548211075
1550.569999999994,0.0006636898803273442,1962.4699999999941,0.0038167234639352714
1550.579999999994,0.0006545335814591731,1962.479999999994,0.0037738108593116356
1550.589999999994,0.0006447367178280057,1962.489999999994,0.00373182077759856
1550.599999999994,0.000634299360735641,1962.499999999994,0.0036907763140512783
1550.609999999994,0.0006232232075473496,1962.509999999994,0.003650696631542392
1550.619999999994,0.0006115115853013258,1962.519999999994,0.0036115969989423146
1550.629999999994,0.0005991694490641578,1962.529999999994,0.0035734888519434287
1550.639999999994,0.0005862033752296034,1962.539999999994,0.0035363798757985475
1550.649999999994,0.0005726215499546665,1962.549999999994,0.0035002741090788348
1550.659999999994,0.0005584337530480948,1962.559999999994,0.003465172067392834
1550.669999999994,0.0005436513375840423,1962.569999999994,0.003431070885628197
1550.679999999994,0.0005282872057090776,1962.579999999994,0.0033979644772298024
1550.689999999994,0.0005123557810807094,1962.589999999994,0.0033658437085289164
1550.699999999994,0.0004958729786481591,1962.599999999994,0.003334696586267146
1550.709999999994,0.0004788561725483693,1962.609999999994,0.003304508456065842
1550.719999999994,0.0004613241631946169,1962.619999999994,0.0032752622096096605
1550.7299999999939,0.00044329714498841114,1962.629999999994,0.003246938498199404
1550.7399999999939,0.00042479667657480206,1962.639999999994,0.00321951595032857
1550.7499999999939,0.00040584565631794547,1962.649999999994,0.0031929713909231647
1550.7599999999939,0.00038646830672552817,1962.659999999994,0.0031672800599740407
1550.7699999999938,0.0003666901733497323,1962.669999999994,0.0031424158284026798
1550.7799999999938,0.0003465381462188087,1962.679999999994,0.003118351409083312
1550.7899999999938,0.0003260405161193029,1962.689999999994,0.00309505856120993
1550.7999999999938,0.0003052270850375728,1962.699999999994,0.003072508286257498
1550.8099999999938,0.00028412936171051076,1962.709999999994,0.0030506710141962297
1550.8199999999938,0.000262780893891122,1962.719999999994,0.003029516778624185
1550.8299999999938,0.00024121782615152643,1962.7299999999939,0.0030090153799460077
1550.8399999999938,0.00021947984269667648,1962.7399999999939,0.00298913653578399
1550.8499999999938,0.00019761179502234813,1962.7499999999939,0.002969850018215297
1550.8599999999938,0.0001756666091179006,1962.7599999999939,0.002951125777504363
1550.8699999999938,0.00015371072895968904,1962.7699999999938,0.0029329340523874294
1550.8799999999937,0.00013183495725067944,1962.7799999999938,0.0029152454670132136
1550.8899999999937,0.0001101778131059984,1962.7899999999938,0.002898031114951052
1550.8999999999937,8.8981086840539e-05,1962.7999999999938,0.0028812626307799594
1550.9099999999937,6.873868818908558e-05,1962.8099999999938,0.00286491224995894
1550.9199999999937,5.064504298662635e-05,1962.8199999999938,0.0028489528577178183
1550.9299999999937,3.788958894934777e-05,1962.8299999999938,0.0028333580279198507
1550.9399999999937,3.646978338343355e-05,1962.8399999999938,0.0028181020527859833
1550.9499999999937,4.728579420160859e-05,1962.8499999999938,0.002803159964535639
1550.9599999999937,6.431222002298067e-05,1962.8599999999938,0.0027885075499284036
1550.9699999999937,8.371566568701229e-05,1962.8699999999938,0.0027741213587419013
1550.9799999999937,0.00010404825612489534,1962.8799999999937,0.002759978707202511
1550.9899999999936,0.00012473277422442468,1962.8899999999937,0.0027460576773327976
1550.9999999999936,0.00014549908848052875,1962.8999999999937,0.002732337113129512
