characters,modulus,density_negative_all,density_negative_nonzero,density_nonzero,mean_R_comp,std_R_comp,min_R_comp,max_R_comp
chi4_mod5,5,0.400695298919943,0.49956170254212523,0.802093709107244,0.0027820270572463785,0.0015577195030960637,9.577149384676317e-05,0.010654863680290007
chi4_mod4,4,0.30192769672467334,0.4997252303216422,0.604187418214488,0.0032973080594811566,0.0017345669206417895,0.00021359229823369373,0.00976495048076442
